contig_name	length	gc
contig00480	2572	43.23
contig00481	4861	44.93
contig00482	2445	46.38
contig00483	2343	47.03
contig00484	2326	46.73
contig00485	2254	42.01
contig00486	2297	48.89
contig00487	2249	42.77
contig00488	2221	46.56
contig00489	7435	45.65
contig00490	4503	47.5
contig00491	1276	49.29
contig00492	3063	47.14
contig00493	4324	43.78
contig00494	4080	46.15
contig00495	2254	47.43
contig00496	3860	45.96
contig00497	2633	46.94
contig00498	4475	48.96
contig00499	2335	46.0
contig00500	2299	45.8
contig00501	2275	45.85
contig00502	2666	45.91
contig00503	2588	46.91
contig00504	6946	46.39
contig00505	2341	46.95
contig00506	2459	48.43
contig00507	2268	47.31
contig00508	3234	45.45
contig00509	4993	45.94
contig00510	2211	46.68
contig00511	2824	45.54
contig00512	6242	46.49
contig00513	2502	46.48
contig00514	5402	45.39
contig00515	2938	44.83
contig00516	2266	48.81
contig00517	4095	46.91
contig00518	2373	47.07
contig00519	2738	47.26
contig00520	2941	45.6
contig00521	2730	45.2
contig00522	2787	47.94
contig00523	4034	47.55
contig00524	5355	47.53
contig00525	2256	47.56
contig00526	8292	45.69
contig00527	4514	46.46
contig00528	2403	45.94
contig00529	3637	47.04
contig00530	2557	46.38
contig00531	2468	48.95
contig00532	2694	45.14
contig00533	2456	48.09
contig00534	2642	45.53
contig00535	4745	49.36
contig00536	2318	45.9
contig00537	2211	49.39
contig00538	4309	45.53
contig00539	4976	47.51
contig00540	2221	48.0
contig00541	4573	43.95
contig00542	2548	48.16
contig00543	2539	45.21
contig00544	3677	48.0
contig00545	2330	45.41
contig00546	4437	44.76
contig00547	2458	40.64
contig00548	5300	47.7
contig00549	2717	44.68
contig00550	2582	43.84
contig00551	2211	48.98
contig00552	6902	47.88
contig00553	2452	43.72
contig00554	2341	46.86
contig00555	2563	46.12
contig00556	4096	44.43
contig00557	2258	45.79
contig00558	2971	50.02
contig00559	2665	43.71
contig00560	5124	45.86
contig00561	4327	44.58
contig00562	2719	44.35
contig00563	2244	46.84
contig00564	2280	49.25
contig00565	2875	48.1
contig00566	6549	50.33
contig00567	4287	46.77
contig00568	2311	46.78
contig00569	11557	47.85
contig00570	2989	43.63
contig00571	2747	48.16
contig00572	2715	45.08
contig00573	4817	48.14
contig00574	2761	47.34
contig00575	2629	46.06
contig00576	2365	46.3
contig00577	3775	47.28
contig00578	2887	46.52
contig00579	3156	47.78
contig00580	2681	44.57
contig00581	2442	43.2
contig00582	3669	47.1
contig00583	5510	46.28
contig00584	2446	49.3
contig00585	3444	46.75
contig00586	5126	46.39
contig00587	5044	47.15
contig00588	2280	45.79
contig00589	2411	45.13
contig00590	6907	48.53
contig00591	4871	45.74
contig00592	2518	47.3
contig00593	3646	46.19
contig00594	5160	47.05
contig00595	4356	50.02
contig00596	2264	47.66
contig00597	2515	46.76
contig00598	7062	48.44
contig00599	2296	46.04
contig00600	2347	47.25
contig00601	4129	45.94
contig00602	2568	44.12
contig00603	2205	44.94
contig00604	4301	48.15
contig00605	2222	47.25
contig00606	2274	45.65
contig00607	2402	47.84
contig00608	2898	45.79
contig00609	6805	47.27
contig00610	2607	42.81
contig00611	4530	46.36
contig00612	2421	46.96
contig00613	4260	44.72
contig00614	2588	40.77
contig00615	2692	46.92
contig00616	2655	47.57
contig00617	4239	45.44
contig00618	6673	46.76
contig00619	3449	45.32
contig00620	2719	46.78
contig00621	2305	50.24
contig00622	2326	45.49
contig00623	4577	45.2
contig00624	2425	45.28
contig00625	2769	44.82
contig00626	2578	45.38
contig00627	2307	46.42
contig00628	2624	46.61
contig00629	2418	45.49
contig00630	6564	48.19
contig00631	5281	47.06
contig00632	2235	43.85
contig00633	2253	45.89
contig00634	5489	50.41
contig00635	2453	46.43
contig00636	5843	46.62
contig00637	3464	45.03
contig00638	2261	45.2
contig00639	4289	47.05
contig00640	2582	46.55
contig00641	2483	44.78
contig00642	4688	48.63
contig00643	2464	46.06
contig00644	1483	45.65
contig00645	2149	44.95
contig00646	7798	48.67
contig00647	6882	47.28
contig00648	2488	49.16
contig00649	2226	44.65
contig00650	4271	45.63
contig00651	2310	43.03
contig00652	2640	43.98
contig00653	2252	48.8
contig00654	2390	47.74
contig00655	2273	47.34
contig00656	2336	46.28
contig00657	2504	47.4
contig00658	2714	48.19
contig00659	4192	46.97
contig00660	3538	46.44
contig00661	3660	46.39
contig00662	2574	46.04
contig00663	1997	48.07
contig00664	2391	44.25
contig00665	2316	48.75
contig00666	8394	46.06
contig00667	2383	47.42
contig00668	4263	46.47
contig00669	2567	46.4
contig00670	2219	44.93
contig00671	3934	45.2
contig00672	2455	47.29
contig00673	2231	45.36
contig00674	2692	47.7
contig00675	3613	47.97
contig00676	3042	45.46
contig00677	2271	46.85
contig00678	3389	46.71
contig00679	2304	43.75
contig00680	2396	45.37
contig00681	3060	45.49
contig00682	4263	46.96
contig00683	2340	45.09
contig00684	5013	46.46
contig00685	2994	48.4
contig00686	2425	44.74
contig00687	4653	46.66
contig00688	2875	43.79
contig00689	2204	45.96
contig00690	5178	46.49
contig00691	3089	49.21
contig00692	2663	45.44
contig00693	2208	48.01
contig00694	2377	46.11
contig00695	2478	46.17
contig00696	4402	47.39
contig00697	9062	46.78
contig00698	2228	44.48
contig00699	8528	47.74
contig00700	3874	45.3
contig00701	2581	48.66
contig00702	2488	47.27
contig00703	2460	45.04
contig00704	3753	47.99
contig00705	2284	48.82
contig00706	1659	48.52
contig00707	5195	44.56
contig00708	2284	41.94
contig00709	2273	44.08
contig00710	4781	46.33
contig00711	3278	45.15
contig00712	8641	46.93
contig00713	2935	45.14
contig00714	2223	49.12
contig00715	2488	46.3
contig00716	2992	44.02
contig00717	2850	44.6
contig00718	24353	49.54
contig00719	5003	44.77
contig00720	3200	47.72
contig00721	2302	46.83
contig00722	2513	49.26
contig00723	8315	47.56
contig00724	5411	49.21
contig00725	2352	48.21
contig00726	2255	45.99
contig00727	4139	45.54
contig00728	10549	47.67
contig00729	2964	49.12
contig00730	2589	46.2
contig00731	2267	49.85
contig00732	5281	47.83
contig00733	4595	45.66
contig00734	7531	48.48
contig00735	3800	45.76
contig00736	2386	47.02
contig00737	2877	46.44
contig00738	2264	44.39
contig00739	2199	46.07
contig00740	2900	47.1
contig00741	4502	46.14
contig00742	2691	47.34
contig00743	2271	48.83
contig00744	2427	47.71
contig00745	4701	47.33
contig00746	2292	47.56
contig00747	10144	47.42
contig00748	1201	48.71
contig00749	2393	46.09
contig00750	2268	47.05
contig00751	2590	41.78
contig00752	3173	46.3
contig00753	4972	46.94
contig00754	2745	47.47
contig00755	2513	47.43
contig00756	4666	46.42
contig00757	4111	46.68
contig00758	2349	47.94
contig00759	2550	48.0
contig00760	2366	45.6
contig00761	2853	46.06
contig00762	12411	48.03
contig00763	4303	46.83
contig00764	5604	46.06
contig00765	2617	45.01
contig00766	6054	47.74
contig00767	2512	44.71
contig00768	2330	46.05
contig00769	2899	46.88
contig00770	3853	47.34
contig00771	1013	49.95
