contig_name	length	gc
contig00249	3257	44.3
contig00250	2408	48.05
contig00251	5189	44.0
contig00252	2335	48.31
contig00253	2543	45.1
contig00254	2569	44.3
contig00255	4977	45.79
contig00256	3107	45.74
contig00257	10449	45.89
contig00258	2288	44.67
contig00259	5430	45.08
contig00260	4038	47.0
contig00261	10942	44.0
contig00262	2423	44.0
contig00263	4483	47.02
contig00264	2301	47.28
contig00265	3067	45.42
contig00266	3480	43.36
contig00267	2747	46.05
contig00268	3195	48.73
contig00269	3093	43.49
contig00270	6459	45.35
contig00271	2545	44.87
contig00272	2744	46.47
contig00273	2838	46.97
contig00274	2345	47.63
contig00275	7152	46.02
contig00276	2435	44.02
contig00277	2817	44.55
contig00278	2606	47.24
contig00279	3397	45.63
contig00280	3980	44.17
contig00281	2468	47.2
contig00282	7366	48.75
contig00283	7451	45.26
contig00284	2519	45.93
contig00285	2232	44.62
contig00286	2774	44.66
contig00287	2479	46.55
contig00288	7251	47.29
contig00289	5887	46.27
contig00290	2633	46.56
contig00291	2247	44.9
contig00292	2499	45.9
contig00293	2481	44.98
contig00294	2382	46.22
contig00295	5523	45.68
contig00296	2409	47.24
contig00297	2294	45.73
contig00298	3769	44.57
contig00299	2555	49.9
contig00300	2387	47.59
contig00301	3984	43.05
contig00302	3849	46.58
contig00303	3094	44.96
contig00304	2495	46.53
contig00305	6845	45.24
contig00306	2650	45.28
contig00307	3464	44.92
contig00308	3952	44.71
contig00309	8731	46.16
contig00310	6379	49.26
contig00311	3828	45.09
contig00312	2303	47.68
contig00313	2279	50.07
contig00314	2814	43.35
contig00315	3515	45.46
contig00316	2286	47.86
contig00317	2541	46.04
contig00318	2287	43.51
contig00319	2300	45.52
contig00320	2724	43.1
contig00321	2380	45.21
contig00322	2248	45.33
contig00323	4495	48.81
contig00324	2999	46.52
contig00325	4258	44.67
contig00326	6626	48.61
contig00327	5570	45.44
contig00328	3217	45.17
contig00329	2399	46.19
contig00330	3220	44.16
contig00331	3064	44.94
contig00332	4733	45.85
contig00333	3270	46.82
contig00334	2948	48.95
contig00335	2480	44.68
contig00336	2270	44.98
contig00337	2712	44.84
contig00338	5718	48.9
contig00339	2425	46.19
contig00340	2256	47.38
contig00341	20253	49.7
contig00342	3716	46.85
contig00343	7366	46.55
contig00344	2303	42.94
contig00345	2955	47.51
contig00346	2301	45.24
contig00347	4136	46.4
contig00348	2274	43.32
contig00349	2445	46.54
contig00350	3345	47.68
contig00351	2344	43.34
contig00352	4655	48.16
contig00353	2292	46.38
contig00354	2615	43.14
contig00355	5329	46.91
contig00356	2255	47.14
contig00357	3742	43.48
contig00358	1392	44.97
contig00359	2247	46.68
contig00360	6800	47.44
contig00361	2821	46.08
contig00362	3551	47.54
contig00363	3054	43.91
contig00364	2231	42.13
contig00365	2540	45.98
contig00366	2761	40.38
contig00367	2336	43.71
contig00368	4518	44.98
contig00369	2306	44.49
contig00370	2544	45.79
contig00371	2273	44.65
contig00372	4397	45.26
contig00373	3756	45.47
contig00374	2400	47.17
contig00375	2240	46.61
contig00376	2232	45.83
contig00377	2303	45.64
contig00378	2247	46.51
contig00379	2609	44.58
contig00380	2257	50.42
contig00381	2203	45.44
contig00382	3645	47.76
contig00383	2600	46.77
contig00384	2241	44.62
contig00385	5942	45.89
contig00386	2405	46.65
contig00387	12089	48.59
contig00388	3209	46.21
contig00389	1817	43.26
contig00390	2626	45.85
contig00391	2304	47.83
contig00392	2271	44.65
contig00393	2721	47.56
contig00394	3307	47.44
contig00395	2361	42.06
contig00396	2308	45.88
contig00397	2781	44.48
contig00398	2218	42.56
contig00399	6575	45.48
contig00400	2880	46.39
contig00401	2547	43.23
contig00402	2367	46.68
contig00403	4293	46.89
contig00404	4978	48.13
contig00405	7754	46.51
contig00406	2224	47.12
contig00407	3098	45.67
contig00408	3097	45.53
contig00409	2364	47.08
contig00410	3727	46.15
contig00411	4706	46.86
contig00412	2548	47.45
contig00413	2292	51.18
contig00414	2943	45.12
contig00415	10613	46.4
contig00416	2451	44.63
contig00417	4614	46.34
contig00418	3076	47.24
contig00419	3956	47.98
contig00420	2763	47.34
contig00421	2260	46.86
contig00422	10496	50.07
contig00423	4322	44.24
contig00424	2502	47.8
contig00425	2306	44.54
contig00426	2633	46.33
contig00427	4341	45.17
contig00428	6367	48.06
contig00429	2228	45.96
contig00430	4903	46.6
contig00431	5750	42.09
contig00432	2316	43.31
contig00433	2945	47.33
contig00434	3081	45.5
contig00435	7159	45.73
contig00436	2243	41.69
contig00437	5478	49.47
contig00438	2806	45.37
contig00439	2220	45.45
contig00440	2466	42.9
contig00441	2776	42.65
contig00442	2324	46.56
contig00443	2494	44.39
contig00444	4506	44.05
contig00445	5445	46.17
contig00446	2628	44.52
contig00447	5844	48.19
contig00448	5612	47.77
contig00449	2697	48.94
contig00450	2235	45.15
contig00451	2873	44.73
contig00452	6995	47.89
contig00453	2499	46.78
contig00454	2423	45.89
contig00455	6808	48.49
contig00456	5735	45.93
contig00457	2512	46.46
contig00458	2292	44.5
contig00459	2309	44.61
contig00460	3259	47.56
contig00461	4564	47.48
contig00462	2387	43.61
contig00463	2297	47.93
contig00464	3012	45.92
contig00465	6462	45.0
contig00466	6901	48.59
contig00467	6400	48.56
contig00468	2799	44.37
contig00469	4462	46.86
contig00470	2707	43.7
contig00471	14786	47.24
contig00472	3021	47.34
contig00473	9836	47.45
contig00474	6059	48.61
contig00475	2213	45.05
contig00476	5284	45.93
contig00477	4127	48.29
contig00478	2259	45.15
contig00479	2519	45.65
contig00480	2955	42.2
contig00481	5067	46.67
contig00482	2766	46.64
contig00483	4418	45.65
contig00484	3261	43.7
contig00485	7874	46.81
contig00486	3008	46.04
contig00487	10302	46.72
contig00488	2382	45.63
contig00489	22398	48.34
contig00490	2201	46.52
contig00491	2858	44.4
contig00492	2407	45.49
contig00493	3300	45.88
contig00494	2371	43.82
contig00495	2199	50.16
contig00496	4031	46.54
contig00497	2869	44.44
contig00498	3833	47.82
contig00499	3172	42.88
contig00500	4223	47.24
contig00501	2293	45.66
contig00502	5044	45.62
contig00503	2400	43.92
contig00504	2353	44.79
contig00505	2422	45.62
contig00506	2628	44.25
contig00507	6274	44.96
contig00508	2786	44.62
contig00509	3866	46.22
contig00510	2204	45.51
contig00511	2606	44.47
contig00512	2228	44.75
contig00513	2211	43.69
contig00514	6842	44.77
contig00515	2270	45.9
contig00516	2305	45.68
contig00517	2421	39.24
contig00518	2520	46.07
contig00519	4382	44.71
contig00520	4036	48.56
contig00521	4442	43.67
contig00522	4297	43.31
contig00523	7824	47.88
contig00524	2607	44.65
contig00525	2882	44.14
contig00526	2325	49.51
contig00527	3468	41.46
contig00528	2260	46.86
contig00529	5840	48.0
contig00530	2268	45.19
contig00531	2530	43.75
contig00532	5368	41.9
contig00533	2648	47.13
contig00534	2216	49.05
contig00535	15804	46.96
contig00536	2253	43.54
contig00537	2611	45.54
contig00538	2571	42.32
contig00539	2219	48.04
contig00540	6739	46.16
contig00541	3833	44.93
contig00542	5696	48.17
contig00543	3665	46.11
contig00544	2640	47.58
contig00545	2486	46.5
contig00546	2662	44.21
contig00547	2538	46.06
contig00548	2475	43.35
contig00549	5688	46.45
contig00550	2878	47.95
contig00551	3311	47.42
contig00552	2820	48.4
contig00553	2277	48.44
contig00554	4351	48.15
contig00555	2225	44.45
contig00556	2586	46.33
contig00557	2979	47.16
contig00558	9089	43.99
contig00559	2344	46.03
contig00560	2258	44.95
contig00561	2978	43.55
contig00562	4599	45.31
contig00563	2259	41.52
contig00564	4640	48.02
contig00565	2394	45.28
contig00566	2316	46.42
contig00567	3801	45.41
contig00568	2267	46.05
contig00569	2334	44.73
contig00570	2907	46.13
contig00571	5603	42.57
contig00572	2258	46.63
contig00573	2472	45.02
contig00574	2807	49.2
contig00575	2295	45.53
contig00576	7900	47.53
contig00577	4983	48.3
contig00578	3617	46.56
contig00579	2839	46.46
contig00580	2459	45.26
contig00581	2979	46.93
contig00582	2524	45.01
contig00583	9717	46.8
contig00584	2205	45.8
contig00585	2327	44.56
contig00586	2908	42.02
contig00587	6217	46.23
contig00588	2415	43.85
contig00589	2926	44.94
contig00590	3337	45.97
contig00591	3112	43.7
contig00592	5860	45.87
contig00593	2304	45.27
contig00594	2520	46.11
contig00595	2309	46.25
contig00596	2619	45.63
contig00597	4380	45.23
contig00598	2260	44.65
contig00599	2208	45.24
contig00600	4255	46.56
contig00601	12366	46.92
contig00602	11069	47.51
contig00603	3505	45.62
contig00604	2316	45.16
contig00605	2413	47.74
contig00606	2210	45.2
contig00607	5854	48.86
contig00608	2478	47.46
contig00609	7093	46.99
contig00610	2418	48.47
contig00611	2302	44.48
contig00612	2647	46.62
contig00613	2380	45.21
contig00614	2478	41.69
contig00615	3321	45.05
contig00616	5977	43.35
contig00617	2593	46.36
contig00618	2402	44.92
contig00619	2265	42.6
contig00620	3865	45.74
contig00621	2353	46.83
contig00622	2311	48.94
contig00623	3101	45.76
contig00624	2778	45.28
contig00625	2358	46.23
contig00626	2408	44.77
contig00627	3221	44.52
contig00628	5966	46.16
contig00629	2204	47.28
contig00630	7370	47.31
contig00631	2437	46.16
contig00632	2764	45.8
contig00633	2538	47.64
contig00634	6022	47.21
contig00635	2214	46.75
contig00636	9578	46.42
contig00637	5311	47.56
contig00638	2296	44.6
contig00639	16923	48.2
contig00640	2663	44.65
contig00641	2639	43.65
contig00642	2513	47.91
contig00643	2277	47.91
contig00644	2429	45.45
contig00645	2356	43.97
contig00646	5577	46.96
contig00647	2732	46.93
contig00648	11873	47.29
contig00649	3424	46.2
contig00650	2257	45.59
contig00651	2469	38.4
contig00652	3172	45.71
contig00653	2364	46.19
contig00654	2295	43.27
contig00655	2504	45.53
contig00656	2814	45.42
contig00657	2520	46.39
contig00658	2750	46.84
contig00659	8065	45.46
contig00660	3228	42.29
contig00661	6344	45.52
contig00662	2974	45.19
contig00663	2267	45.17
contig00664	5611	48.44
contig00665	2359	45.7
contig00666	2203	45.07
contig00667	2763	43.76
contig00668	2487	43.55
contig00669	5424	46.28
contig00670	2653	43.84
contig00671	2695	44.49
contig00672	2468	44.65
contig00673	4430	47.02
contig00674	2635	44.78
contig00675	3923	47.69
contig00676	5026	46.42
contig00677	2207	48.07
contig00678	7958	45.8
contig00679	2210	44.48
contig00680	2250	46.04
contig00681	2650	42.34
contig00682	2434	45.23
contig00683	6685	47.37
contig00684	2331	42.3
contig00685	2221	43.99
contig00686	2293	42.13
contig00687	2341	43.1
contig00688	2489	45.84
contig00689	3890	46.3
contig00690	2627	44.84
contig00691	2232	44.62
contig00692	6582	46.98
contig00693	2358	46.52
contig00694	2235	42.77
contig00695	5321	46.81
contig00696	2477	44.73
contig00697	2995	44.07
contig00698	7336	48.45
contig00699	3114	46.98
contig00700	2545	48.41
contig00701	3526	45.09
contig00702	2230	44.22
contig00703	3137	42.84
contig00704	2297	38.09
contig00705	3896	47.36
contig00706	2284	51.27
contig00707	4680	44.64
contig00708	7266	47.3
contig00709	2469	43.9
contig00710	2404	40.93
contig00711	2463	43.08
contig00712	2415	44.93
contig00713	2332	46.96
contig00714	2285	45.16
contig00715	3392	47.94
contig00716	2582	46.86
contig00717	10140	44.73
contig00718	2402	45.21
contig00719	2568	47.39
contig00720	3811	44.4
contig00721	2460	47.97
contig00722	6308	48.32
contig00723	2400	43.83
contig00724	6574	46.73
contig00725	3374	45.11
contig00726	2344	46.37
contig00727	3818	45.73
contig00728	2991	45.9
contig00729	2464	45.74
contig00730	2441	49.53
contig00731	4309	46.32
contig00732	7297	45.54
contig00733	2611	45.65
contig00734	3598	44.94
contig00735	2671	45.08
contig00736	2240	46.79
contig00737	2527	45.03
contig00738	2553	43.16
contig00739	2600	43.35
contig00740	8229	46.06
contig00741	3677	45.93
contig00742	3106	47.01
contig00743	3930	45.14
contig00744	2933	45.79
contig00745	2686	44.75
contig00746	2836	46.54
contig00747	2712	46.02
contig00748	2786	43.9
contig00749	2506	45.41
contig00750	2665	46.6
contig00751	2558	44.64
contig00752	2902	45.21
contig00753	2367	45.67
contig00754	2242	46.12
contig00755	3628	44.82
contig00756	4369	43.95
contig00757	2301	46.07
contig00758	4514	46.34
contig00759	2346	44.88
contig00760	2230	45.29
contig00761	6983	46.43
contig00762	4514	46.06
contig00763	3727	47.01
contig00764	9061	47.22
contig00765	2997	46.18
contig00766	3141	40.82
contig00767	3093	44.1
contig00768	3133	47.72
contig00769	6468	46.97
contig00770	8349	46.65
contig00771	2368	41.89
contig00772	2727	44.59
contig00773	2724	47.28
contig00774	7848	47.44
contig00775	2665	45.29
contig00776	2265	45.39
contig00777	2591	47.82
contig00778	2546	44.23
contig00779	2247	44.95
contig00780	2232	43.15
contig00781	2267	46.67
contig00782	7277	47.82
contig00783	2771	46.01
contig00784	2954	46.61
contig00785	2418	44.87
contig00786	3069	46.76
contig00787	5446	47.87
contig00788	2465	45.27
contig00789	6100	47.67
contig00790	2268	46.87
contig00791	3147	47.6
contig00792	2558	46.99
contig00793	2490	45.82
contig00794	8400	45.75
contig00795	2342	47.74
contig00796	4735	45.68
contig00797	2521	44.66
contig00798	2354	45.71
contig00799	4573	46.01
contig00800	2516	43.56
contig00801	6046	45.91
contig00802	2364	45.98
contig00803	4270	47.38
contig00804	4516	45.33
contig00805	4513	46.84
contig00806	2425	44.33
contig00807	2100	47.0
contig00808	2978	44.46
contig00809	2411	44.55
contig00810	2760	46.49
contig00811	3905	46.91
contig00812	4031	44.65
contig00813	2320	45.13
contig00814	6239	46.29
contig00815	2426	43.98
contig00816	2385	46.25
contig00817	4430	46.09
contig00818	2709	45.37
contig00819	2835	46.91
contig00820	2445	45.19
contig00821	2721	45.17
contig00822	2261	45.25
contig00823	2354	43.97
contig00824	2356	44.02
contig00825	4986	46.59
contig00826	2479	44.86
contig00827	2853	42.9
contig00828	2909	45.69
contig00829	7770	46.11
contig00830	2332	45.67
contig00831	15147	49.51
contig00832	2803	45.92
contig00833	2499	45.78
contig00834	2527	45.51
contig00835	3001	45.08
contig00836	2427	46.19
contig00837	3047	45.72
contig00838	2885	43.47
contig00839	2312	41.96
contig00840	2977	45.08
contig00841	2499	44.3
contig00842	3272	46.91
contig00843	2575	47.18
contig00844	5281	45.07
contig00845	4368	44.21
contig00846	7312	45.27
contig00847	2253	47.45
contig00848	2426	48.56
contig00849	2607	43.5
contig00850	6098	44.21
contig00851	2865	44.43
contig00852	3023	43.73
contig00853	2664	44.86
contig00854	4252	45.67
contig00855	3003	48.12
contig00856	2627	47.81
contig00857	3622	46.44
contig00858	2390	45.06
contig00859	2466	45.09
contig00860	2644	43.72
contig00861	3515	46.74
contig00862	2392	44.15
contig00863	6102	45.69
contig00864	3737	45.3
contig00865	2445	41.02
contig00866	20972	48.47
contig00867	2560	47.62
