Sample	contig	length	mean_depth_long	sd_depth_long	q25_depth_long	q75_depth_long	plasmid_copy_number_long	circularity	PLSDB_hit	NUCCORE_ACC	mash_distance	mash_pval	mash_matching_hashes	NUCCORE_UID	NUCCORE_Description	NUCCORE_CreateDate	NUCCORE_Topology	NUCCORE_Completeness	NUCCORE_TaxonID	NUCCORE_Genome	NUCCORE_Length	NUCCORE_DuplicatedEntry	NUCCORE_Source	NUCCORE_BiosampleID	BIOSAMPLE_UID	BIOSAMPLE_ACC	BIOSAMPLE_Location	BIOSAMPLE_Coordinates	BIOSAMPLE_IsolationSource	BIOSAMPLE_Host	BIOSAMPLE_CollectionDate	BIOSAMPLE_HostDisease	BIOSAMPLE_SampleType	ASSEMBLY_UID	ASSEMBLY_ACC	ASSEMBLY_Status	ASSEMBLY_coverage	ASSEMBLY_SeqReleaseDate	ASSEMBLY_SubmissionDate	ASSEMBLY_Lastest	ASSEMBLY_BiosampleID	TAXONOMY_superkingdom	TAXONOMY_phylum	TAXONOMY_class	TAXONOMY_order	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_UID	TAXONOMY_taxon_rank	TAXONOMY_taxon_name	TAXONOMY_taxon_lineage	TAXONOMY_superkingdom_id	TAXONOMY_phylum_id	TAXONOMY_class_id	TAXONOMY_order_id	TAXONOMY_family_id	TAXONOMY_genus_id	TAXONOMY_species_id	TAXONOMY_strain_id	has_biosample	has_assembly	has_location	rMLST_hits	rMLST_hitscount	inclusions	NUCCORE_GC	Length	BIOSAMPLE_Host_processed	BIOSAMPLE_Host_processed_source	BIOSAMPLE_Host_label	BIOSAMPLE_HostDisease_processed	loc_lat	loc_lng	loc_parsed	D1	D2	plasmidfinder	pmlst
11813_EXE_26_2025_C_PBC74148	17	4066	55.33	7.45	50	62	1.04	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	18	3455	74.41	3.93	71	78	1.4	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	19	3363	58.51	2.31	57	60	1.1	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	20	2893	40.11	3.86	36	44	0.76	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	21	2713	40.22	1.59	39	41	0.76	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	22	1522	75.83	2.08	75	77	1.43	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	23	965	173.04	22.09	178	181	3.26	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	25	616	63.18	1.21	63	64	1.19	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	26	578	95.98	1.18	96	97	1.81	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	27	470	40.06	1.07	40	41	0.75	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	28	417	66.14	1.27	66	67	1.25	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	29	385	61.19	1.45	61	62	1.15	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	31	277	24.62	2.25	23	26	0.46	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	32	207	49.3	35.33	0	75	0.93	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	34	193	78.16	2.27	77	80	1.47	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	35	192	16.07	0.78	16	17	0.3	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	36	182	51.66	0.7	52	52	0.97	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	37	170	61.88	1.02	61	63	1.17	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	39	130	100.98	2.21	100	103	1.9	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	40	112	127.63	2.24	127	129	2.41	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	41	106	60.38	8.04	61	62	1.14	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	42	104	75.74	2.04	75	77	1.43	not_circular																																																																								
