Sample	contig	length	mean_depth_long	sd_depth_long	q25_depth_long	q75_depth_long	plasmid_copy_number_long	circularity	PLSDB_hit	NUCCORE_ACC	mash_distance	mash_pval	mash_matching_hashes	NUCCORE_UID	NUCCORE_Description	NUCCORE_CreateDate	NUCCORE_Topology	NUCCORE_Completeness	NUCCORE_TaxonID	NUCCORE_Genome	NUCCORE_Length	NUCCORE_DuplicatedEntry	NUCCORE_Source	NUCCORE_BiosampleID	BIOSAMPLE_UID	BIOSAMPLE_ACC	BIOSAMPLE_Location	BIOSAMPLE_Coordinates	BIOSAMPLE_IsolationSource	BIOSAMPLE_Host	BIOSAMPLE_CollectionDate	BIOSAMPLE_HostDisease	BIOSAMPLE_SampleType	ASSEMBLY_UID	ASSEMBLY_ACC	ASSEMBLY_Status	ASSEMBLY_coverage	ASSEMBLY_SeqReleaseDate	ASSEMBLY_SubmissionDate	ASSEMBLY_Lastest	ASSEMBLY_BiosampleID	TAXONOMY_superkingdom	TAXONOMY_phylum	TAXONOMY_class	TAXONOMY_order	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_UID	TAXONOMY_taxon_rank	TAXONOMY_taxon_name	TAXONOMY_taxon_lineage	TAXONOMY_superkingdom_id	TAXONOMY_phylum_id	TAXONOMY_class_id	TAXONOMY_order_id	TAXONOMY_family_id	TAXONOMY_genus_id	TAXONOMY_species_id	TAXONOMY_strain_id	has_biosample	has_assembly	has_location	rMLST_hits	rMLST_hitscount	inclusions	NUCCORE_GC	Length	BIOSAMPLE_Host_processed	BIOSAMPLE_Host_processed_source	BIOSAMPLE_Host_label	BIOSAMPLE_HostDisease_processed	loc_lat	loc_lng	loc_parsed	D1	D2	plasmidfinder	pmlst
11813_EXE_19_2024_M_PBC74148	53	1765	77.56	4.15	75	81	1.36	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	54	1624	79.76	1.67	79	81	1.4	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	55	1207	67.96	2.71	66	70	1.2	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	56	1130	85.62	3.7	83	88	1.51	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	57	1122	96.41	2.1	95	98	1.7	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	58	900	108.6	1.58	107	110	1.91	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	59	874	93.41	1.45	93	94	1.64	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	60	861	104.92	1.09	104	106	1.85	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	61	769	52.54	1.62	52	54	0.92	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	62	758	454.0	12.27	449	463	7.99	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	63	392	122.41	1.57	122	123	2.15	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	64	321	94.77	2.76	94	97	1.67	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	65	253	328.92	7.05	328	331	5.79	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	66	213	138.0	1.52	138	139	2.43	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	67	213	173.59	1.41	173	175	3.05	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	68	196	88.0	3.01	88	90	1.55	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	69	166	107.7	1.42	107	109	1.9	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	71	148	109.05	1.5	109	110	1.92	not_circular																																																																								
