V_aesturianus.EXE_13_2025_H.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	2101369	2102967	-	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	96.25	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	plasmid00001	283150	283998	-	blaCARB-42	carbenicillin-hydrolyzing class A beta-lactamase CARB-42	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	283	283	100.00	100.00	283	WP_005375420.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-42	NA	NA

V_alginolyticus.Guernsey.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	1	2166553	2168151	-	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	96.25	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	2	1251216	1252064	+	blaCARB-42	carbenicillin-hydrolyzing class A beta-lactamase CARB-42	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	283	283	100.00	100.00	283	WP_005375420.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-42	NA	NA

V_anguillarum.EXE_01_2025_M.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description

V_cholerae.EXE_05_2024_A.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	contig00005	1515463	1516281	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	273	273	100.00	99.27	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	contig00005	1516286	1516519	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	contig00005	1516506	1518173	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.20	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA

V_cholerae.EXE_45_2024_E.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	1	1484636	1485757	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	374	374	100.00	99.20	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	1	1497731	1498549	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	273	273	100.00	98.53	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	1	1498554	1498787	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	1	1498774	1500441	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.74	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA

V_diabolicus.EXE_06_2024_E.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	932633	934231	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.12	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	plasmid00001	1730595	1731443	+	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_diabolicus.EXE_07_2023_A1.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	1	144610	145458	-	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA
NA	9	50616	52214	-	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.31	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA

V_diabolicus.EXE_07_2023_A4.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	2	228879	230477	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.31	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	4	340437	341285	-	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	98.94	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_diabolicus.EXE_08_2023_B5.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	3	439799	440647	+	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA
NA	5	223333	224931	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.31	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA

V_diabolicus.EXE_08_2024_A.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	2059884	2061482	-	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.31	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	plasmid00002	111850	112698	+	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_diabolicus.EXE_09_2023_D7.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	3	103529	104377	+	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA
NA	4	185850	187448	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.31	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA

V_diabolicus.EXE_10_2023_G3.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	2	564243	565091	-	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA
NA	3	187688	189286	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.12	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA

V_diabolicus.EXE_12_2025_A.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	2050585	2052183	-	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.31	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	plasmid00001	1602678	1603526	-	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_diabolicus.EXE_19_2024_M.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	967118	968716	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.31	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	plasmid00005	27047	27895	-	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_diabolicus.EXE_20_2024_J.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	1409034	1409429	+	fos	FosG/FosC2-related fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	132	132	100.00	96.97	132	WP_005475717.1	FosG/FosC2-related fosfomycin resistance glutathione transferase	NA	NA
NA	chromosome00001	2146663	2148261	-	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.12	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	plasmid00001	1405282	1406130	+	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_diabolicus.EXE_22_2025_T1A.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	2126942	2128540	-	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.31	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	plasmid00001	1191477	1192325	+	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_diabolicus.EXE_23_2024_K.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	contig00001	425430	426278	+	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA
NA	contig00001	496407	497069	-	qnrC	QnrC family quinolone resistance pentapeptide repeat protein	core	AMR	AMR	QUINOLONE	QUINOLONE	BLASTX	221	221	100.00	94.12	221	WP_032492368.1	QnrC family quinolone resistance pentapeptide repeat protein	NA	NA
NA	contig00002	926159	927757	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.31	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	contig00003	1736679	1737074	+	fos	FosG/FosC2-related fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	132	132	100.00	96.21	132	WP_005475717.1	FosG/FosC2-related fosfomycin resistance glutathione transferase	NA	NA

V_diabolicus.EXE_27_2025_D.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	1173543	1175141	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.12	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	plasmid00002	216599	217447	+	blaCARB-57	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	283	283	100.00	100.00	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_diabolicus.EXE_29_2025_V.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	1161297	1162895	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.12	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	chromosome00001	1890627	1891022	-	fos	FosG/FosC2-related fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	132	132	100.00	93.94	132	WP_005475717.1	FosG/FosC2-related fosfomycin resistance glutathione transferase	NA	NA
NA	plasmid00001	133460	134308	-	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.29	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_diabolicus.EXE_33_2024_C.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	1208744	1210342	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.12	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	plasmid00002	134478	135326	-	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_diabolicus.EXE_34_2024_C.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	1181842	1183440	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	94.93	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA
NA	plasmid00001	56248	57096	-	blaCARB	CARB family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	283	283	100.00	99.65	283	WP_005391263.1	carbenicillin-hydrolyzing class A beta-lactamase CARB-57	NA	NA

V_jasicida.EXE_03_2025_A.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	1381001	1382599	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.12	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA

V_jasicida.EXE_13_2025_A.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	1368133	1369731	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.12	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA

V_jasicida.EXE_13_2025_P.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	chromosome00001	1358317	1359915	+	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	95.12	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA

V_jasicida.EXE_22_2024_B.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	1	1883996	1885594	-	tet(35)	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	533	533	100.00	94.93	533	WP_005480402.1	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	NA	NA

V_jasicida.EXE_22_2025_IVF5LA.fasta.amrfinder.tsv
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
