#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_183	3887	43	N	Y	2	*	*,183,*
contig_860	3870	25	N	N	1	*	*,860,*
contig_140	3866	11	N	N	2	*	*,140,*
contig_310	3849	20	N	N	1	*	*,310,*
contig_179	3833	35	N	Y	2	*	*,179,*
contig_271	3833	16	N	N	1	*	*,271,*
contig_541	3828	10	N	N	1	*	*,541,*
contig_75	3818	15	N	N	1	*	*,75,*
contig_642	3811	12	N	N	1	*	*,642,*
contig_693	3811	16	N	N	1	*	*,693,*
contig_632	3801	11	N	N	1	*	*,632,*
contig_622	3769	14	N	N	1	*	*,622,*
contig_514	3756	15	N	N	1	*	*,514,*
contig_124	3742	21	N	N	1	*	*,124,*
contig_852	3737	15	N	N	1	*	*,852,*
contig_408	3727	33	N	N	2	*	*,408,*
contig_749	3727	17	N	N	1	*	*,749,*
contig_109	3716	17	N	N	1	*	*,109,*
contig_842	3696	18	N	N	1	*	*,842,*
contig_270	3677	16	N	N	1	*	*,270,*
contig_819	3667	4	N	N	1	*	*,819,*
contig_835	3645	33	N	N	1	*	*,835,*
contig_243	3635	20	N	N	1	*	*,243,*
contig_472	3628	15	N	N	1	*	*,472,*
contig_845	3622	18	N	N	2	*	*,845,*
contig_817	3617	18	N	N	1	*	*,817,*
contig_719	3598	12	N	N	1	*	*,719,*
contig_54	3597	9	N	N	1	*	*,54,*
contig_818	3551	21	N	N	1	*	*,818,*
contig_543	3549	10	N	N	1	*	*,543,*
contig_732	3526	16	N	N	1	*	*,732,*
contig_190	3515	13	N	N	1	*	*,190,*
contig_796	3515	19	N	N	1	*	*,796,*
contig_494	3505	18	N	N	1	*	*,494,*
contig_180	3504	12	N	N	1	*	*,180,*
contig_508	3482	14	N	N	1	*	*,508,*
contig_638	3481	5	N	N	1	*	*,638,*
contig_641	3468	9	N	N	1	*	*,641,*
contig_698	3466	12	N	N	1	*	*,698,*
contig_820	3459	9	N	N	1	*	*,820,*
contig_855	3451	20	N	N	1	*	*,855,*
contig_503	3424	16	N	N	1	*	*,503,*
contig_78	3397	13	N	N	1	*	*,78,*
contig_525	3392	37	N	N	2	*	*,525,*
contig_661	3374	15	N	N	1	*	*,661,*
contig_629	3373	6	N	N	1	*	*,629,*
contig_461	3345	22	N	N	1	*	*,461,*
contig_530	3345	20	N	N	1	*	*,530,*
contig_481	3337	13	N	N	1	*	*,481,*
contig_722	3327	11	N	N	1	*	*,722,*
contig_815	3325	45	N	Y	2	*	*,815,*
contig_829	3321	22	N	N	1	*	*,829,*
contig_534	3317	13	N	N	1	*	*,534,*
contig_859	3311	33	N	Y	2	*	*,859,*
contig_213	3307	11	N	N	1	*	*,213,*
contig_361	3307	28	N	N	2	*	*,361,*
contig_2	3300	20	N	N	1	*	*,2,*
contig_239	3272	24	N	N	1	*	*,239,*
contig_801	3270	25	N	N	1	*	*,801,*
contig_683	3261	11	N	N	1	*	*,683,*
contig_356	3259	20	N	N	1	*	*,356,*
contig_555	3257	17	N	N	1	*	*,555,*
contig_236	3253	38	N	Y	2	*	*,236,*
contig_513	3230	15	N	N	2	*	*,513,*
contig_600	3221	12	N	N	1	*	*,600,*
contig_20	3220	8	N	N	1	*	*,20,*
contig_159	3219	13	N	N	1	*	*,159,*
contig_221	3217	9	N	N	1	*	*,221,*
contig_279	3210	21	N	N	1	*	*,279,*
contig_521	3207	17	N	N	1	*	*,521,*
contig_266	3195	22	N	N	1	*	*,266,*
contig_330	3176	9	N	N	1	*	*,330,*
contig_682	3172	12	N	N	1	*	*,682,*
contig_528	3159	21	N	N	3	*	*,528,*
contig_690	3147	26	N	N	1	*	*,690,*
contig_37	3144	15	N	N	1	*	*,37,*
contig_667	3137	10	N	N	1	*	*,667,*
contig_312	3133	38	N	Y	2	*	*,312,*
contig_517	3116	5	N	N	1	*	*,517,*
contig_636	3115	14	N	N	1	*	*,636,*
contig_162	3114	13	N	N	1	*	*,162,*
contig_868	3113	13	N	N	1	*	*,868,*
contig_463	3109	7	N	N	1	*	*,463,*
contig_373	3107	9	N	N	1	*	*,373,*
contig_694	3101	8	N	N	1	*	*,694,*
contig_212	3098	15	N	N	1	*	*,212,*
contig_582	3097	16	N	N	1	*	*,582,*
contig_254	3094	13	N	N	1	*	*,254,*
contig_406	3093	9	N	N	1	*	*,406,*
contig_691	3093	9	N	N	1	*	*,691,*
contig_750	3081	10	N	N	1	*	*,750,*
contig_412	3076	28	N	N	1	*	*,412,*
contig_118	3071	9	N	N	1	*	*,118,*
contig_127	3069	25	N	N	1	*	*,127,*
contig_130	3067	29	N	N	1	*	*,130,*
contig_100	3065	10	N	N	1	*	*,100,*
contig_241	3056	14	N	N	1	*	*,241,*
contig_99	3054	12	N	N	1	*	*,99,*
contig_837	3050	23	N	N	1	*	*,837,*
contig_586	3047	13	N	N	1	*	*,586,*
contig_637	3023	7	N	N	1	*	*,637,*
contig_295	3021	19	N	N	1	*	*,295,*
contig_397	3012	22	N	N	1	*	*,397,*
contig_208	3008	15	N	N	1	*	*,208,*
contig_584	3003	8	N	N	1	*	*,584,*
contig_26	3001	13	N	N	1	*	*,26,*
contig_598	2999	22	N	N	1	*	*,598,*
contig_515	2998	21	N	N	1	*	*,515,*
contig_342	2995	10	N	N	1	*	*,342,*
contig_585	2991	9	N	N	1	*	*,585,*
contig_479	2990	17	N	N	1	*	*,479,*
contig_592	2979	14	N	N	1	*	*,592,*
contig_635	2979	20	N	N	1	*	*,635,*
contig_350	2978	20	N	N	2	*	*,350,*
contig_768	2978	10	N	N	1	*	*,768,*
contig_512	2977	27	N	N	1	*	*,512,*
contig_658	2977	23	N	N	1	*	*,658,*
contig_419	2975	18	N	N	1	*	*,419,*
contig_627	2974	11	N	N	1	*	*,627,*
contig_448	2970	6	N	N	1	*	*,448,*
contig_547	2956	22	N	N	1	*	*,547,*
contig_838	2956	36	N	N	2	*	*,838,*
contig_398	2955	30	N	N	2	*	*,398,*
contig_548	2955	10	N	N	1	*	*,548,*
contig_355	2954	16	N	N	1	*	*,355,*
contig_346	2950	11	N	N	1	*	*,346,*
contig_27	2948	49	N	Y	3	*	*,27,*
contig_565	2945	25	N	N	1	*	*,565,*
contig_390	2943	23	N	N	1	*	*,390,*
contig_865	2933	12	N	N	1	*	*,865,*
contig_426	2932	16	N	N	1	*	*,426,*
contig_522	2926	17	N	N	1	*	*,522,*
contig_647	2916	7	N	N	1	*	*,647,*
contig_532	2914	7	N	N	1	*	*,532,*
contig_238	2913	13	N	N	1	*	*,238,*
contig_760	2912	21	N	N	1	*	*,760,*
contig_11	2907	11	N	N	1	*	*,11,*
contig_63	2905	16	N	N	1	*	*,63,*
contig_466	2902	14	N	N	1	*	*,466,*
contig_655	2898	16	N	N	1	*	*,655,*
contig_229	2885	11	N	N	1	*	*,229,*
contig_171	2882	16	N	N	1	*	*,171,*
contig_308	2880	20	N	N	1	*	*,308,*
contig_502	2880	11	N	N	1	*	*,502,*
contig_318	2878	37	N	Y	2	*	*,318,*
contig_602	2873	11	N	N	1	*	*,602,*
contig_576	2869	22	N	N	1	*	*,576,*
contig_255	2865	13	N	N	1	*	*,255,*
contig_607	2858	11	N	N	1	*	*,607,*
contig_60	2857	11	N	N	1	*	*,60,*
contig_16	2853	8	N	N	1	*	*,16,*
contig_793	2852	6	N	N	1	*	*,793,*
contig_644	2839	16	N	N	1	*	*,644,*
contig_345	2838	17	N	N	1	*	*,345,*
contig_649	2837	9	N	N	1	*	*,649,*
contig_82	2836	26	N	N	1	*	*,82,*
contig_108	2835	25	N	N	1	*	*,108,*
contig_563	2821	25	N	N	1	*	*,563,*
contig_305	2820	29	N	N	2	*	*,305,*
contig_139	2817	10	N	N	1	*	*,139,*
contig_709	2817	10	N	N	1	*	*,709,*
contig_438	2815	10	N	N	2	*	*,438,*
contig_205	2814	15	N	N	1	*	*,205,*
contig_402	2814	9	N	N	1	*	*,402,*
contig_551	2812	15	N	N	1	*	*,551,*
contig_720	2812	10	N	N	1	*	*,720,*
contig_739	2812	14	N	N	2	*	*,739,*
contig_160	2807	36	N	N	2	*	*,160,*
contig_19	2806	6	N	N	1	*	*,19,*
contig_392	2799	12	N	N	1	*	*,392,*
contig_226	2792	14	N	N	1	*	*,226,*
contig_766	2787	8	N	N	1	*	*,766,*
contig_403	2786	10	N	N	1	*	*,403,*
contig_486	2781	8	N	N	2	*	*,486,*
contig_791	2781	9	N	N	1	*	*,791,*
contig_454	2778	13	N	N	1	*	*,454,*
contig_497	2776	13	N	N	2	*	*,497,*
contig_752	2776	11	N	N	1	*	*,752,*
contig_347	2774	11	N	N	1	*	*,347,*
contig_643	2772	10	N	N	2	*	*,643,*
contig_289	2766	30	N	N	2	*	*,289,*
contig_595	2764	24	N	N	1	*	*,595,*
contig_351	2763	11	N	N	1	*	*,351,*
contig_745	2763	18	N	N	2	*	*,745,*
contig_9	2761	9	N	N	1	*	*,9,*
contig_25	2760	36	N	N	2	*	*,25,*
contig_524	2755	26	N	N	1	*	*,524,*
contig_671	2750	32	N	N	2	*	*,671,*
contig_737	2747	16	N	N	1	*	*,737,*
contig_337	2744	18	N	N	1	*	*,337,*
contig_59	2738	6	N	N	1	*	*,59,*
contig_703	2736	4	N	N	1	*	*,703,*
contig_252	2735	24	N	N	1	*	*,252,*
contig_237	2733	10	N	N	1	*	*,237,*
contig_257	2732	21	N	N	1	*	*,257,*
contig_365	2727	8	N	N	1	*	*,365,*
contig_707	2725	17	N	N	2	*	*,707,*
contig_133	2724	9	N	N	1	*	*,133,*
contig_177	2724	26	N	N	1	*	*,177,*
contig_224	2724	19	N	N	1	*	*,224,*
contig_206	2721	24	N	N	1	*	*,206,*
contig_369	2721	9	N	N	1	*	*,369,*
contig_468	2714	18	N	N	1	*	*,468,*
contig_272	2712	20	N	N	1	*	*,272,*
contig_587	2712	11	N	N	1	*	*,587,*
contig_290	2710	15	N	N	1	*	*,290,*
contig_458	2710	17	N	N	1	*	*,458,*
contig_605	2708	11	N	N	1	*	*,605,*
contig_744	2707	6	N	N	1	*	*,744,*
contig_536	2698	24	N	N	1	*	*,536,*
contig_654	2697	18	N	N	1	*	*,654,*
contig_710	2695	8	N	N	1	*	*,710,*
contig_559	2693	14	N	N	1	*	*,559,*
contig_188	2686	9	N	N	1	*	*,188,*
contig_265	2685	16	N	N	1	*	*,265,*
contig_334	2685	26	N	N	1	*	*,334,*
contig_42	2680	12	N	N	1	*	*,42,*
contig_686	2671	15	N	N	1	*	*,686,*
contig_773	2669	8	N	N	1	*	*,773,*
contig_651	2666	22	N	N	1	*	*,651,*
contig_735	2665	15	N	N	1	*	*,735,*
contig_349	2664	10	N	N	1	*	*,349,*
contig_467	2663	16	N	N	1	*	*,467,*
contig_321	2662	7	N	N	1	*	*,321,*
contig_446	2662	9	N	N	1	*	*,446,*
contig_165	2655	23	N	N	1	*	*,165,*
contig_317	2655	7	N	N	1	*	*,317,*
contig_588	2655	11	N	N	1	*	*,588,*
contig_769	2655	9	N	N	1	*	*,769,*
contig_776	2650	19	N	N	1	*	*,776,*
contig_626	2648	13	N	N	1	*	*,626,*
contig_428	2647	25	N	N	1	*	*,428,*
contig_850	2647	32	N	N	1	*	*,850,*
contig_324	2644	32	N	N	2	*	*,324,*
contig_628	2644	12	N	N	1	*	*,628,*
contig_259	2640	26	N	N	1	*	*,259,*
contig_186	2639	10	N	N	1	*	*,186,*
contig_326	2635	27	N	N	1	*	*,326,*
contig_391	2635	5	N	N	1	*	*,391,*
contig_368	2633	7	N	N	1	*	*,368,*
contig_599	2633	20	N	N	1	*	*,599,*
contig_746	2633	14	N	N	1	*	*,746,*
contig_395	2629	4	N	N	1	*	*,395,*
contig_333	2628	15	N	N	1	*	*,333,*
contig_561	2628	10	N	N	1	*	*,561,*
contig_615	2627	25	N	N	1	*	*,615,*
contig_761	2627	10	N	N	1	*	*,761,*
contig_409	2626	11	N	N	1	*	*,409,*
contig_603	2620	14	N	N	1	*	*,603,*
contig_856	2619	17	N	N	1	*	*,856,*
contig_114	2611	10	N	N	1	*	*,114,*
contig_306	2611	17	N	N	1	*	*,306,*
contig_230	2609	17	N	N	1	*	*,230,*
contig_564	2609	10	N	N	1	*	*,564,*
contig_132	2607	14	N	N	1	*	*,132,*
contig_460	2607	9	N	N	1	*	*,460,*
contig_164	2606	9	N	N	1	*	*,164,*
contig_581	2606	16	N	N	1	*	*,581,*
contig_167	2600	24	N	N	1	*	*,167,*
contig_6	2600	5	N	N	1	*	*,6,*
contig_121	2596	16	N	N	1	*	*,121,*
contig_219	2595	23	N	N	1	*	*,219,*
contig_469	2593	28	N	N	1	*	*,469,*
contig_718	2591	24	N	N	1	*	*,718,*
contig_447	2586	15	N	N	1	*	*,447,*
contig_91	2586	15	N	N	1	*	*,91,*
contig_199	2582	17	N	N	1	*	*,199,*
contig_443	2580	16	N	N	1	*	*,443,*
contig_687	2580	9	N	N	2	*	*,687,*
contig_533	2577	28	N	N	1	*	*,533,*
contig_733	2575	7	N	N	1	*	*,733,*
contig_399	2574	20	N	N	1	*	*,399,*
contig_788	2572	11	N	N	1	*	*,788,*
contig_381	2571	6	N	N	1	*	*,381,*
contig_583	2569	8	N	N	1	*	*,583,*
contig_477	2568	23	N	N	1	*	*,477,*
contig_338	2560	14	N	N	1	*	*,338,*
contig_674	2559	6	N	N	1	*	*,674,*
contig_220	2558	7	N	N	1	*	*,220,*
contig_648	2558	23	N	N	1	*	*,648,*
contig_70	2555	37	N	N	2	*	*,70,*
contig_138	2554	33	N	N	2	*	*,138,*
contig_300	2553	10	N	N	1	*	*,300,*
contig_568	2553	13	N	N	1	*	*,568,*
contig_375	2550	35	N	N	2	*	*,375,*
contig_244	2548	22	N	N	1	*	*,244,*
contig_670	2548	22	N	N	1	*	*,670,*
contig_729	2546	12	N	N	1	*	*,729,*
contig_182	2545	20	N	N	1	*	*,182,*
contig_44	2545	46	N	Y	3	*	*,44,*
contig_562	2545	11	N	N	1	*	*,562,*
contig_405	2544	13	N	N	2	*	*,405,*
contig_495	2543	18	N	N	1	*	*,495,*
contig_285	2542	13	N	N	1	*	*,285,*
contig_435	2541	7	N	N	1	*	*,435,*
contig_783	2540	24	N	N	1	*	*,783,*
contig_640	2538	18	N	N	1	*	*,640,*
contig_805	2538	19	N	N	1	*	*,805,*
contig_378	2537	24	N	N	1	*	*,378,*
contig_493	2534	15	N	N	1	*	*,493,*
contig_296	2533	5	N	N	1	*	*,296,*
contig_268	2530	28	N	N	1	*	*,268,*
contig_379	2530	12	N	N	1	*	*,379,*
contig_730	2528	7	N	N	1	*	*,730,*
contig_415	2527	14	N	N	1	*	*,415,*
contig_506	2524	11	N	N	1	*	*,506,*
contig_464	2521	16	N	N	1	*	*,464,*
contig_50	2520	12	N	N	1	*	*,50,*
contig_609	2520	31	N	N	2	*	*,609,*
contig_728	2520	23	N	N	1	*	*,728,*
contig_85	2520	11	N	N	1	*	*,85,*
contig_589	2519	19	N	N	1	*	*,589,*
contig_84	2516	7	N	N	1	*	*,84,*
contig_222	2513	27	N	N	1	*	*,222,*
contig_778	2512	20	N	N	1	*	*,778,*
contig_322	2506	14	N	N	1	*	*,322,*
contig_163	2504	25	N	N	1	*	*,163,*
contig_341	2504	10	N	N	1	*	*,341,*
contig_736	2502	17	N	N	1	*	*,736,*
contig_571	2501	22	N	N	1	*	*,571,*
contig_105	2499	12	N	N	1	*	*,105,*
contig_129	2499	8	N	N	1	*	*,129,*
contig_17	2499	18	N	N	1	*	*,17,*
contig_639	2499	27	N	N	1	*	*,639,*
contig_247	2498	14	N	N	1	*	*,247,*
contig_540	2495	25	N	N	2	*	*,540,*
contig_780	2494	12	N	N	2	*	*,780,*
contig_191	2490	8	N	N	1	*	*,191,*
contig_699	2490	23	N	N	1	*	*,699,*
contig_456	2489	13	N	N	1	*	*,456,*
contig_542	2486	23	N	N	1	*	*,542,*
contig_120	2483	27	N	N	1	*	*,120,*
contig_367	2482	29	N	N	1	*	*,367,*
contig_388	2482	9	N	N	1	*	*,388,*
