#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_762	5281	16	N	N	1	*	*,762,*
contig_24	5246	23	N	Y	2	*	*,24,*
contig_212	5215	7	N	N	1	*	*,212,*
contig_714	5200	11	N	N	1	*	*,714,*
contig_491	5195	7	N	N	1	*	*,491,*
contig_3	5178	11	N	N	1	*	*,3,*
contig_8	5174	11	N	N	1	*	*,8,*
contig_340	5160	10	N	N	1	*	*,340,*
contig_95	5126	11	N	N	1	*	*,95,*
contig_122	5124	9	N	N	1	*	*,122,*
contig_240	5122	22	N	N	2	*	*,240,*
contig_395	5101	13	N	N	1	*	*,395,*
contig_542	5070	18	N	N	1	*	*,542,*
contig_30	5065	19	N	N	2	*	*,30,*
contig_281	5045	35	N	Y	3	*	*,281,*
contig_32	5044	15	N	N	1	*	*,32,*
contig_716	5013	16	N	N	1	*	*,716,*
contig_109	5006	24	N	N	2	*	*,109,*
contig_494	5004	8	N	N	1	*	*,494,*
contig_65	4993	19	N	N	1	*	*,65,*
contig_81	4976	18	N	N	2	*	*,81,*
contig_173	4974	12	N	N	1	*	*,173,*
contig_707	4973	6	N	N	1	*	*,707,*
contig_379	4964	11	N	N	1	*	*,379,*
contig_480	4924	12	N	N	1	*	*,480,*
contig_680	4883	15	N	N	1	*	*,680,*
contig_90	4871	10	N	N	1	*	*,90,*
contig_76	4859	10	N	N	1	*	*,76,*
contig_699	4828	26	N	Y	2	*	*,699,*
contig_135	4817	11	N	N	1	*	*,135,*
contig_219	4803	16	N	N	1	*	*,219,*
contig_342	4797	32	N	Y	3	*	*,342,*
contig_700	4781	15	N	N	1	*	*,700,*
contig_14	4745	20	N	N	2	*	*,14,*
contig_598	4744	10	N	N	1	*	*,598,*
contig_214	4743	17	N	N	1	*	*,214,*
contig_459	4734	28	N	Y	2	*	*,459,*
contig_606	4730	8	N	N	1	*	*,606,*
contig_431	4725	8	N	N	2	*	*,431,*
contig_433	4725	7	N	N	1	*	*,433,*
contig_402	4724	10	N	N	1	*	*,402,*
contig_115	4701	18	N	N	2	*	*,115,*
contig_162	4701	14	N	N	1	*	*,162,*
contig_37	4693	23	N	N	2	*	*,37,*
contig_758	4689	15	N	N	1	*	*,758,*
contig_503	4688	33	N	Y	3	*	*,503,*
contig_261	4676	15	N	N	1	*	*,261,*
contig_561	4671	8	N	N	1	*	*,561,*
contig_427	4653	10	N	N	1	*	*,427,*
contig_220	4646	6	N	N	1	*	*,220,*
contig_631	4632	8	N	N	1	*	*,631,*
contig_218	4628	21	N	N	2	*	*,218,*
contig_57	4618	11	N	N	1	*	*,57,*
contig_164	4611	15	N	N	1	*	*,164,*
contig_110	4606	19	N	N	1	*	*,110,*
contig_597	4603	20	N	N	1	*	*,597,*
contig_343	4580	6	N	N	1	*	*,343,*
contig_324	4578	11	N	N	1	*	*,324,*
contig_755	4549	27	N	Y	2	*	*,755,*
contig_719	4531	8	N	N	1	*	*,719,*
contig_585	4514	12	N	N	1	*	*,585,*
contig_297	4513	20	N	N	1	*	*,297,*
contig_237	4510	7	N	N	1	*	*,237,*
contig_111	4503	6	N	N	1	*	*,111,*
contig_412	4502	9	N	N	1	*	*,412,*
contig_442	4475	17	N	N	1	*	*,442,*
contig_337	4471	6	N	N	1	*	*,337,*
contig_648	4462	4	N	N	1	*	*,648,*
contig_440	4451	6	N	N	1	*	*,440,*
contig_11	4437	28	N	Y	2	*	*,11,*
contig_605	4437	6	N	N	1	*	*,605,*
contig_270	4429	28	N	Y	2	*	*,270,*
contig_348	4429	14	N	N	1	*	*,348,*
contig_397	4427	9	N	N	1	*	*,397,*
contig_749	4417	8	N	N	1	*	*,749,*
contig_520	4414	24	N	Y	2	*	*,520,*
contig_105	4411	9	N	N	1	*	*,105,*
contig_469	4407	13	N	N	1	*	*,469,*
contig_106	4405	15	N	N	1	*	*,106,*
contig_179	4402	13	N	N	1	*	*,179,*
contig_373	4392	7	N	N	1	*	*,373,*
contig_767	4390	14	N	N	1	*	*,767,*
contig_206	4373	8	N	N	1	*	*,206,*
contig_502	4356	15	N	N	1	*	*,502,*
contig_701	4351	7	N	N	1	*	*,701,*
contig_152	4350	5	N	N	1	*	*,152,*
contig_517	4344	10	N	N	1	*	*,517,*
contig_148	4343	30	N	Y	2	*	*,148,*
contig_211	4332	8	N	N	1	*	*,211,*
contig_5	4330	10	N	N	1	*	*,5,*
contig_303	4328	4	N	N	1	*	*,303,*
contig_250	4324	11	N	N	1	*	*,250,*
contig_413	4319	4	N	N	1	*	*,413,*
contig_407	4309	7	N	N	1	*	*,407,*
contig_85	4309	7	N	N	1	*	*,85,*
contig_496	4301	17	N	N	1	*	*,496,*
contig_579	4289	15	N	N	1	*	*,579,*
contig_239	4287	9	N	N	1	*	*,239,*
contig_207	4274	6	N	N	1	*	*,207,*
contig_745	4270	23	N	N	1	*	*,745,*
contig_405	4266	12	N	N	1	*	*,405,*
contig_119	4263	11	N	N	1	*	*,119,*
contig_157	4263	17	N	N	1	*	*,157,*
contig_151	4260	9	N	N	1	*	*,151,*
contig_86	4256	26	N	Y	2	*	*,86,*
contig_46	4249	10	N	N	1	*	*,46,*
contig_183	4243	14	N	N	1	*	*,183,*
contig_659	4239	8	N	N	1	*	*,659,*
contig_91	4235	13	N	N	1	*	*,91,*
contig_739	4234	14	N	N	1	*	*,739,*
contig_746	4219	13	N	N	1	*	*,746,*
contig_477	4211	15	N	N	1	*	*,477,*
contig_285	4197	11	N	N	1	*	*,285,*
contig_760	4193	16	N	N	1	*	*,760,*
contig_372	4192	8	N	N	1	*	*,372,*
contig_144	4161	16	N	N	1	*	*,144,*
contig_467	4139	9	N	N	1	*	*,467,*
contig_286	4129	21	N	N	2	*	*,286,*
contig_232	4118	21	N	N	1	*	*,232,*
contig_282	4115	13	N	N	1	*	*,282,*
contig_1	4113	10	N	N	1	*	*,1,*
contig_409	4111	17	N	N	1	*	*,409,*
contig_158	4096	10	N	N	1	*	*,158,*
contig_226	4096	13	N	N	1	*	*,226,*
contig_216	4095	17	N	N	1	*	*,216,*
contig_13	4093	26	N	N	2	*	*,13,*
contig_451	4080	9	N	N	1	*	*,451,*
contig_26	4076	20	N	N	2	*	*,26,*
contig_35	4043	13	N	N	1	*	*,35,*
contig_103	4035	7	N	N	1	*	*,103,*
contig_301	4034	17	N	N	1	*	*,301,*
contig_588	4023	4	N	N	1	*	*,588,*
contig_241	3993	15	N	N	1	*	*,241,*
contig_410	3968	17	N	N	1	*	*,410,*
contig_668	3960	7	N	N	1	*	*,668,*
contig_349	3940	17	N	N	2	*	*,349,*
contig_654	3935	8	N	N	1	*	*,654,*
contig_589	3901	17	N	N	1	*	*,589,*
contig_177	3899	14	N	N	1	*	*,177,*
contig_128	3875	11	N	N	1	*	*,128,*
contig_66	3867	24	N	Y	2	*	*,66,*
contig_621	3861	9	N	N	1	*	*,621,*
contig_120	3853	13	N	N	1	*	*,120,*
contig_505	3838	10	N	N	1	*	*,505,*
contig_310	3835	7	N	N	1	*	*,310,*
contig_461	3800	11	N	N	1	*	*,461,*
contig_417	3796	13	N	N	1	*	*,417,*
contig_83	3777	14	N	N	1	*	*,83,*
contig_743	3753	10	N	N	1	*	*,743,*
contig_765	3741	6	N	N	1	*	*,765,*
contig_543	3677	17	N	N	1	*	*,543,*
contig_572	3669	9	N	N	1	*	*,572,*
contig_269	3665	17	N	N	1	*	*,269,*
contig_556	3661	10	N	N	1	*	*,556,*
contig_717	3661	6	N	N	1	*	*,717,*
contig_182	3660	9	N	N	1	*	*,182,*
contig_163	3659	9	N	N	1	*	*,163,*
contig_601	3646	14	N	N	1	*	*,601,*
contig_59	3637	19	N	N	1	*	*,59,*
contig_138	3623	19	N	N	2	*	*,138,*
contig_446	3613	9	N	N	1	*	*,446,*
contig_562	3613	12	N	N	1	*	*,562,*
contig_462	3591	8	N	N	1	*	*,462,*
contig_493	3572	6	N	N	1	*	*,493,*
contig_178	3567	22	N	N	2	*	*,178,*
contig_527	3562	15	N	N	1	*	*,527,*
contig_770	3541	15	N	N	1	*	*,770,*
contig_656	3539	10	N	N	1	*	*,656,*
contig_771	3538	8	N	N	1	*	*,771,*
contig_362	3466	9	N	N	1	*	*,362,*
contig_485	3450	5	N	N	1	*	*,485,*
contig_201	3444	8	N	N	1	*	*,201,*
contig_681	3433	4	N	N	1	*	*,681,*
contig_210	3406	7	N	N	1	*	*,210,*
contig_738	3391	11	N	N	1	*	*,738,*
contig_308	3389	8	N	N	1	*	*,308,*
contig_398	3363	15	N	N	1	*	*,398,*
contig_331	3347	10	N	N	1	*	*,331,*
contig_45	3339	16	N	N	1	*	*,45,*
contig_118	3296	14	N	N	1	*	*,118,*
contig_698	3278	6	N	N	1	*	*,698,*
contig_528	3260	6	N	N	1	*	*,528,*
contig_689	3237	9	N	N	1	*	*,689,*
contig_258	3230	13	N	N	1	*	*,258,*
contig_720	3226	15	N	N	1	*	*,720,*
contig_515	3221	5	N	N	1	*	*,515,*
contig_641	3211	8	N	N	1	*	*,641,*
contig_309	3200	17	N	N	1	*	*,309,*
contig_471	3193	5	N	N	1	*	*,471,*
contig_414	3178	10	N	N	2	*	*,414,*
contig_12	3173	12	N	N	1	*	*,12,*
contig_227	3156	13	N	N	1	*	*,227,*
contig_383	3147	8	N	N	1	*	*,383,*
contig_68	3120	8	N	N	1	*	*,68,*
contig_557	3112	9	N	N	1	*	*,557,*
contig_592	3095	12	N	N	2	*	*,592,*
contig_564	3092	15	N	N	1	*	*,564,*
contig_432	3089	16	N	N	1	*	*,432,*
contig_639	3076	6	N	N	1	*	*,639,*
contig_289	3075	11	N	N	1	*	*,289,*
contig_392	3064	14	N	N	1	*	*,392,*
contig_465	3062	4	N	N	1	*	*,465,*
contig_690	3062	14	N	N	1	*	*,690,*
contig_599	3060	13	N	N	1	*	*,599,*
contig_161	3052	10	N	N	1	*	*,161,*
contig_416	3046	13	N	N	1	*	*,416,*
contig_347	3042	6	N	N	1	*	*,347,*
contig_718	3034	5	N	N	1	*	*,718,*
contig_271	3010	15	N	N	1	*	*,271,*
contig_255	3004	17	N	N	1	*	*,255,*
contig_365	2994	6	N	N	1	*	*,365,*
contig_248	2993	6	N	N	1	*	*,248,*
contig_630	2992	4	N	N	1	*	*,630,*
contig_559	2988	14	N	N	1	*	*,559,*
contig_575	2975	6	N	N	1	*	*,575,*
contig_243	2971	19	N	N	1	*	*,243,*
contig_338	2971	8	N	N	1	*	*,338,*
contig_500	2964	11	N	N	1	*	*,500,*
contig_58	2964	12	N	N	1	*	*,58,*
contig_609	2964	18	N	N	1	*	*,609,*
contig_194	2963	16	N	N	1	*	*,194,*
contig_474	2949	7	N	N	1	*	*,474,*
contig_125	2941	10	N	N	1	*	*,125,*
contig_541	2941	12	N	N	1	*	*,541,*
contig_203	2940	7	N	N	1	*	*,203,*
contig_684	2937	9	N	N	1	*	*,684,*
contig_492	2936	5	N	N	1	*	*,492,*
contig_705	2935	7	N	N	1	*	*,705,*
contig_272	2928	14	N	N	1	*	*,272,*
contig_384	2918	9	N	N	1	*	*,384,*
contig_33	2907	7	N	N	1	*	*,33,*
contig_623	2905	17	N	N	1	*	*,623,*
contig_688	2903	9	N	N	1	*	*,688,*
contig_170	2900	20	N	N	2	*	*,170,*
contig_74	2899	13	N	N	1	*	*,74,*
contig_498	2898	7	N	N	1	*	*,498,*
contig_72	2887	8	N	N	1	*	*,72,*
contig_363	2886	23	N	N	2	*	*,363,*
contig_486	2881	9	N	N	1	*	*,486,*
contig_242	2877	8	N	N	1	*	*,242,*
contig_614	2877	5	N	N	1	*	*,614,*
contig_616	2875	8	N	N	1	*	*,616,*
contig_388	2869	8	N	N	1	*	*,388,*
contig_127	2853	10	N	N	1	*	*,127,*
contig_262	2853	15	N	N	1	*	*,262,*
contig_126	2850	6	N	N	1	*	*,126,*
contig_450	2847	13	N	N	1	*	*,450,*
contig_723	2843	10	N	N	2	*	*,723,*
contig_662	2835	13	N	N	1	*	*,662,*
contig_538	2831	7	N	N	1	*	*,538,*
contig_27	2829	7	N	N	1	*	*,27,*
contig_153	2825	7	N	N	1	*	*,153,*
contig_428	2825	19	N	N	1	*	*,428,*
contig_726	2823	13	N	N	1	*	*,726,*
contig_435	2814	18	N	N	1	*	*,435,*
contig_697	2814	5	N	N	1	*	*,697,*
contig_114	2813	14	N	N	1	*	*,114,*
contig_51	2813	4	N	N	1	*	*,51,*
contig_595	2809	5	N	N	1	*	*,595,*
contig_449	2797	7	N	N	1	*	*,449,*
contig_136	2793	7	N	N	1	*	*,136,*
contig_328	2790	9	N	N	1	*	*,328,*
contig_195	2787	21	N	N	2	*	*,195,*
contig_751	2787	18	N	N	1	*	*,751,*
contig_613	2782	9	N	N	1	*	*,613,*
contig_192	2781	9	N	N	1	*	*,192,*
contig_352	2780	18	N	N	1	*	*,352,*
contig_633	2777	4	N	N	1	*	*,633,*
contig_441	2776	5	N	N	1	*	*,441,*
contig_728	2771	20	N	N	2	*	*,728,*
contig_709	2769	5	N	N	1	*	*,709,*
contig_483	2761	8	N	N	1	*	*,483,*
contig_4	2756	10	N	N	1	*	*,4,*
contig_353	2753	10	N	N	1	*	*,353,*
contig_246	2752	8	N	N	1	*	*,246,*
contig_519	2749	8	N	N	1	*	*,519,*
contig_283	2747	14	N	N	1	*	*,283,*
contig_61	2745	19	N	N	1	*	*,61,*
contig_649	2743	11	N	N	1	*	*,649,*
contig_625	2738	12	N	N	1	*	*,625,*
contig_635	2737	23	N	Y	2	*	*,635,*
contig_230	2733	15	N	N	1	*	*,230,*
contig_399	2730	11	N	N	1	*	*,399,*
contig_558	2726	7	N	N	1	*	*,558,*
contig_323	2725	12	N	N	1	*	*,323,*
contig_582	2724	12	N	N	1	*	*,582,*
contig_523	2722	17	N	N	1	*	*,523,*
contig_295	2721	5	N	N	1	*	*,295,*
contig_675	2718	6	N	N	1	*	*,675,*
contig_603	2717	5	N	N	1	*	*,603,*
contig_411	2716	7	N	N	1	*	*,411,*
contig_665	2716	10	N	N	1	*	*,665,*
contig_319	2714	4	N	N	1	*	*,319,*
contig_67	2714	16	N	N	1	*	*,67,*
contig_317	2712	10	N	N	1	*	*,317,*
contig_437	2708	10	N	N	1	*	*,437,*
contig_69	2707	7	N	N	1	*	*,69,*
contig_47	2700	10	N	N	1	*	*,47,*
contig_722	2697	14	N	N	1	*	*,722,*
contig_253	2695	13	N	N	3	*	*,253,*
contig_375	2695	11	N	N	1	*	*,375,*
contig_404	2695	15	N	N	1	*	*,404,*
contig_168	2694	16	N	N	1	*	*,168,*
contig_693	2694	5	N	N	1	*	*,693,*
contig_149	2693	26	N	Y	2	*	*,149,*
contig_186	2692	13	N	N	1	*	*,186,*
contig_667	2692	12	N	N	1	*	*,667,*
contig_670	2691	7	N	N	1	*	*,670,*
contig_673	2691	8	N	N	1	*	*,673,*
contig_674	2691	9	N	N	1	*	*,674,*
contig_344	2687	5	N	N	1	*	*,344,*
contig_143	2686	10	N	N	1	*	*,143,*
contig_708	2685	10	N	N	1	*	*,708,*
contig_44	2682	9	N	N	1	*	*,44,*
contig_43	2676	17	N	N	1	*	*,43,*
contig_607	2675	12	N	N	1	*	*,607,*
contig_209	2674	8	N	N	1	*	*,209,*
contig_419	2667	12	N	N	1	*	*,419,*
contig_107	2666	4	N	N	1	*	*,107,*
contig_25	2661	9	N	N	1	*	*,25,*
contig_696	2661	9	N	N	1	*	*,696,*
contig_653	2660	7	N	N	1	*	*,653,*
contig_16	2655	13	N	N	1	*	*,16,*
contig_537	2651	8	N	N	1	*	*,537,*
contig_197	2646	13	N	N	1	*	*,197,*
contig_769	2643	9	N	N	1	*	*,769,*
contig_370	2640	7	N	N	1	*	*,370,*
contig_131	2638	11	N	N	1	*	*,131,*
contig_389	2638	7	N	N	1	*	*,389,*
contig_539	2633	9	N	N	1	*	*,539,*
contig_41	2630	23	N	N	2	*	*,41,*
contig_586	2629	13	N	N	1	*	*,586,*
contig_225	2626	15	N	N	1	*	*,225,*
contig_376	2626	6	N	N	1	*	*,376,*
contig_574	2625	8	N	N	1	*	*,574,*
contig_112	2624	16	N	N	1	*	*,112,*
contig_549	2623	7	N	N	1	*	*,549,*
contig_577	2622	20	N	N	1	*	*,577,*
contig_644	2617	14	N	N	1	*	*,644,*
contig_236	2616	14	N	N	1	*	*,236,*
contig_113	2612	19	N	N	2	*	*,113,*
contig_334	2606	20	N	N	2	*	*,334,*
contig_532	2602	9	N	N	1	*	*,532,*
contig_172	2601	27	N	Y	2	*	*,172,*
contig_130	2594	6	N	N	1	*	*,130,*
contig_364	2594	10	N	N	1	*	*,364,*
contig_602	2594	8	N	N	1	*	*,602,*
contig_278	2590	5	N	N	1	*	*,278,*
contig_418	2590	6	N	N	1	*	*,418,*
contig_366	2589	5	N	N	1	*	*,366,*
contig_28	2587	14	N	N	1	*	*,28,*
contig_525	2586	4	N	N	1	*	*,525,*
contig_711	2584	5	N	N	1	*	*,711,*
contig_604	2583	11	N	N	1	*	*,604,*
contig_530	2582	5	N	N	1	*	*,530,*
contig_430	2581	13	N	N	1	*	*,430,*
contig_98	2581	20	N	N	1	*	*,98,*
contig_490	2580	12	N	N	1	*	*,490,*
contig_166	2577	17	N	N	1	*	*,166,*
contig_244	2574	10	N	N	1	*	*,244,*
contig_576	2574	5	N	N	1	*	*,576,*
contig_657	2568	4	N	N	1	*	*,657,*
contig_686	2567	7	N	N	1	*	*,686,*
contig_367	2566	6	N	N	1	*	*,367,*
contig_573	2564	6	N	N	1	*	*,573,*
contig_235	2562	8	N	N	1	*	*,235,*
contig_619	2561	8	N	N	1	*	*,619,*
contig_570	2557	11	N	N	1	*	*,570,*
contig_150	2556	5	N	N	1	*	*,150,*
contig_254	2556	8	N	N	1	*	*,254,*
contig_245	2554	5	N	N	1	*	*,245,*
contig_39	2553	12	N	N	1	*	*,39,*
contig_368	2550	17	N	N	1	*	*,368,*
contig_651	2549	6	N	N	1	*	*,651,*
contig_445	2548	15	N	N	2	*	*,445,*
contig_396	2542	10	N	N	1	*	*,396,*
contig_92	2542	5	N	N	1	*	*,92,*
contig_640	2541	5	N	N	1	*	*,640,*
contig_591	2540	6	N	N	1	*	*,591,*
contig_661	2532	7	N	N	1	*	*,661,*
contig_356	2529	12	N	N	1	*	*,356,*
contig_17	2525	7	N	N	1	*	*,17,*
contig_36	2525	5	N	N	1	*	*,36,*
contig_48	2524	14	N	N	1	*	*,48,*
contig_420	2521	16	N	N	1	*	*,420,*
contig_580	2521	6	N	N	1	*	*,580,*
contig_533	2520	16	N	N	1	*	*,533,*
contig_400	2519	13	N	N	1	*	*,400,*
contig_140	2518	15	N	N	1	*	*,140,*
contig_646	2518	5	N	N	1	*	*,646,*
contig_176	2513	14	N	N	1	*	*,176,*
contig_300	2513	14	N	N	1	*	*,300,*
contig_315	2513	10	N	N	1	*	*,315,*
contig_524	2512	9	N	N	1	*	*,524,*
contig_624	2510	9	N	N	1	*	*,624,*
contig_174	2509	9	N	N	1	*	*,174,*
contig_141	2505	8	N	N	1	*	*,141,*
contig_583	2504	12	N	N	1	*	*,583,*
contig_40	2503	9	N	N	1	*	*,40,*
contig_312	2500	7	N	N	1	*	*,312,*
contig_273	2497	11	N	N	1	*	*,273,*
contig_371	2496	17	N	N	1	*	*,371,*
contig_346	2493	9	N	N	1	*	*,346,*
contig_704	2489	5	N	N	1	*	*,704,*
contig_268	2488	14	N	N	1	*	*,268,*
contig_422	2488	13	N	N	1	*	*,422,*
contig_238	2487	11	N	N	1	*	*,238,*
contig_249	2486	4	N	N	1	*	*,249,*
contig_99	2486	5	N	N	1	*	*,99,*
contig_600	2484	10	N	N	1	*	*,600,*
contig_512	2483	5	N	N	1	*	*,512,*
contig_547	2473	7	N	N	1	*	*,547,*
contig_134	2472	8	N	N	1	*	*,134,*
contig_511	2472	11	N	N	1	*	*,511,*
contig_551	2472	6	N	N	1	*	*,551,*
contig_622	2472	11	N	N	1	*	*,622,*
contig_683	2471	6	N	N	1	*	*,683,*
contig_507	2470	8	N	N	1	*	*,507,*
contig_23	2468	24	N	Y	2	*	*,23,*
contig_339	2468	9	N	N	1	*	*,339,*
contig_658	2468	33	N	Y	2	*	*,658,*
contig_53	2467	20	N	N	1	*	*,53,*
contig_390	2465	8	N	N	1	*	*,390,*
contig_509	2465	9	N	N	1	*	*,509,*
contig_565	2464	11	N	N	1	*	*,565,*
contig_608	2460	9	N	N	1	*	*,608,*
contig_479	2459	14	N	N	1	*	*,479,*
contig_628	2458	5	N	N	1	*	*,628,*
contig_499	2456	17	N	N	1	*	*,499,*
contig_160	2455	10	N	N	1	*	*,160,*
contig_472	2454	8	N	N	1	*	*,472,*
contig_481	2454	6	N	N	1	*	*,481,*
contig_508	2453	13	N	N	1	*	*,508,*
contig_518	2452	4	N	N	1	*	*,518,*
contig_359	2447	12	N	N	1	*	*,359,*
contig_321	2446	25	N	N	2	*	*,321,*
contig_545	2445	11	N	N	1	*	*,545,*
contig_256	2442	8	N	N	1	*	*,256,*
contig_208	2441	10	N	N	2	*	*,208,*
contig_19	2440	10	N	N	1	*	*,19,*
contig_391	2436	18	N	N	1	*	*,391,*
contig_104	2435	11	N	N	1	*	*,104,*
contig_666	2431	6	N	N	1	*	*,666,*
contig_694	2431	12	N	N	1	*	*,694,*
contig_54	2430	12	N	N	1	*	*,54,*
contig_443	2427	8	N	N	1	*	*,443,*
contig_145	2425	20	N	N	1	*	*,145,*
contig_299	2425	7	N	N	1	*	*,299,*
contig_421	2425	6	N	N	1	*	*,421,*
contig_444	2421	13	N	N	1	*	*,444,*
contig_406	2418	8	N	N	1	*	*,406,*
contig_627	2418	7	N	N	1	*	*,627,*
contig_84	2418	9	N	N	1	*	*,84,*
contig_121	2416	6	N	N	1	*	*,121,*
contig_415	2415	14	N	N	1	*	*,415,*
contig_566	2413	7	N	N	1	*	*,566,*
contig_647	2411	6	N	N	1	*	*,647,*
contig_378	2409	6	N	N	1	*	*,378,*
contig_452	2407	5	N	N	1	*	*,452,*
contig_354	2404	7	N	N	1	*	*,354,*
contig_116	2402	11	N	N	1	*	*,116,*
contig_457	2402	8	N	N	1	*	*,457,*
contig_548	2396	6	N	N	1	*	*,548,*
contig_567	2396	6	N	N	1	*	*,567,*
contig_298	2395	9	N	N	1	*	*,298,*
contig_205	2393	12	N	N	1	*	*,205,*
contig_536	2392	8	N	N	1	*	*,536,*
contig_171	2390	16	N	N	1	*	*,171,*
contig_655	2387	12	N	N	1	*	*,655,*
contig_620	2386	6	N	N	1	*	*,620,*
contig_642	2386	12	N	N	1	*	*,642,*
contig_660	2384	6	N	N	1	*	*,660,*
contig_292	2383	20	N	N	1	*	*,292,*
contig_93	2382	8	N	N	1	*	*,93,*
contig_251	2380	5	N	N	1	*	*,251,*
contig_612	2380	10	N	N	1	*	*,612,*
