#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_425	2464	9	N	N	1	*	*,425,*
contig_461	2464	13	N	N	1	*	*,461,*
contig_418	2461	11	N	N	1	*	*,418,*
contig_297	2460	9	N	N	2	*	*,297,*
contig_318	2459	14	N	N	1	*	*,318,*
contig_435	2454	7	N	N	1	*	*,435,*
contig_392	2452	20	N	N	1	*	*,392,*
contig_396	2452	21	N	N	1	*	*,396,*
contig_137	2451	25	N	N	2	*	*,137,*
contig_269	2451	16	N	N	1	*	*,269,*
contig_222	2449	8	N	N	1	*	*,222,*
contig_164	2448	9	N	N	1	*	*,164,*
contig_323	2448	19	N	N	1	*	*,323,*
contig_388	2448	12	N	N	1	*	*,388,*
contig_414	2447	5	N	N	1	*	*,414,*
contig_459	2442	6	N	N	1	*	*,459,*
contig_455	2441	7	N	N	1	*	*,455,*
contig_58	2440	14	N	N	1	*	*,58,*
contig_313	2436	19	N	N	1	*	*,313,*
contig_447	2432	13	N	N	1	*	*,447,*
contig_3	2425	20	N	N	1	*	*,3,*
contig_348	2423	14	N	N	1	*	*,348,*
contig_359	2423	9	N	N	1	*	*,359,*
contig_361	2422	8	N	N	1	*	*,361,*
contig_13	2419	6	N	N	1	*	*,13,*
contig_133	2418	8	N	N	1	*	*,133,*
contig_409	2418	5	N	N	1	*	*,409,*
contig_218	2417	7	N	N	1	*	*,218,*
contig_237	2417	10	N	N	1	*	*,237,*
contig_499	2417	17	N	N	1	*	*,499,*
contig_141	2414	10	N	N	1	*	*,141,*
contig_206	2414	11	N	N	1	*	*,206,*
contig_161	2413	7	N	N	1	*	*,161,*
contig_424	2410	7	N	N	1	*	*,424,*
contig_261	2409	8	N	N	1	*	*,261,*
contig_362	2409	4	N	N	1	*	*,362,*
contig_70	2409	17	N	N	2	*	*,70,*
contig_432	2403	19	N	N	1	*	*,432,*
contig_142	2402	21	N	N	1	*	*,142,*
contig_12	2400	28	N	Y	2	*	*,12,*
contig_226	2399	9	N	N	1	*	*,226,*
contig_52	2397	18	N	N	1	*	*,52,*
contig_246	2396	13	N	N	1	*	*,246,*
contig_273	2390	13	N	N	1	*	*,273,*
contig_16	2389	15	N	N	1	*	*,16,*
contig_243	2389	18	N	N	1	*	*,243,*
contig_227	2381	12	N	N	1	*	*,227,*
contig_287	2379	10	N	N	1	*	*,287,*
contig_93	2378	23	N	N	2	*	*,93,*
contig_173	2377	18	N	N	1	*	*,173,*
contig_22	2376	9	N	N	1	*	*,22,*
contig_53	2376	19	Y	Y	1	*	53
contig_105	2372	22	N	N	1	*	*,105,*
contig_129	2369	14	N	N	1	*	*,129,*
contig_43	2369	6	N	N	1	*	*,43,*
contig_90	2366	9	N	N	1	*	*,90,*
contig_299	2362	20	N	N	1	*	*,299,*
contig_134	2361	12	N	N	1	*	*,134,*
contig_449	2361	11	N	N	1	*	*,449,*
contig_465	2359	4	N	N	1	*	*,465,*
contig_266	2357	15	N	N	1	*	*,266,*
contig_321	2356	24	N	N	2	*	*,321,*
contig_131	2355	15	N	N	1	*	*,131,*
contig_311	2355	22	N	N	1	*	*,311,*
contig_162	2352	18	N	N	1	*	*,162,*
contig_380	2352	11	N	N	1	*	*,380,*
contig_262	2351	5	N	N	1	*	*,262,*
contig_330	2351	8	N	N	1	*	*,330,*
contig_516	2351	11	N	N	1	*	*,516,*
contig_264	2350	6	N	N	1	*	*,264,*
contig_294	2350	23	N	N	1	*	*,294,*
contig_254	2349	12	N	N	2	*	*,254,*
contig_360	2348	15	N	N	1	*	*,360,*
contig_260	2347	11	N	N	1	*	*,260,*
contig_5	2346	28	N	N	2	*	*,5,*
contig_69	2345	25	N	N	3	*	*,69,*
contig_102	2342	8	N	N	1	*	*,102,*
contig_203	2342	11	N	N	1	*	*,203,*
contig_216	2342	15	N	N	1	*	*,216,*
contig_144	2341	16	N	N	1	*	*,144,*
contig_304	2339	12	N	N	1	*	*,304,*
contig_477	2339	9	N	N	1	*	*,477,*
contig_240	2338	18	N	N	1	*	*,240,*
contig_192	2334	30	N	N	3	*	*,192,*
contig_252	2334	9	N	N	1	*	*,252,*
contig_429	2334	6	N	N	1	*	*,429,*
contig_100	2332	29	N	Y	2	*	*,100,*
contig_29	2332	8	N	N	2	*	*,29,*
contig_190	2331	18	N	N	1	*	*,190,*
contig_462	2331	8	N	N	1	*	*,462,*
contig_265	2327	11	N	N	1	*	*,265,*
contig_391	2327	16	N	N	1	*	*,391,*
contig_98	2324	6	N	N	1	*	*,98,*
contig_250	2323	8	N	N	1	*	*,250,*
contig_342	2323	11	N	N	1	*	*,342,*
contig_74	2323	25	N	N	2	*	*,74,*
contig_184	2320	15	N	N	1	*	*,184,*
contig_128	2316	6	N	N	1	*	*,128,*
contig_150	2316	18	N	N	1	*	*,150,*
contig_231	2315	6	N	N	1	*	*,231,*
contig_440	2315	14	N	N	1	*	*,440,*
contig_83	2315	10	N	N	1	*	*,83,*
contig_407	2314	6	N	N	1	*	*,407,*
contig_107	2313	9	N	N	1	*	*,107,*
contig_281	2312	7	N	N	1	*	*,281,*
contig_180	2305	24	N	N	2	*	*,180,*
contig_210	2305	8	N	N	2	*	*,210,*
contig_512	2305	23	N	N	1	*	*,512,*
contig_271	2303	6	N	N	1	*	*,271,*
contig_24	2301	7	N	N	1	*	*,24,*
contig_95	2300	14	N	N	1	*	*,95,*
contig_364	2299	7	N	N	1	*	*,364,*
contig_316	2290	7	N	N	1	*	*,316,*
contig_458	2290	10	N	N	1	*	*,458,*
contig_426	2288	15	N	N	1	*	*,426,*
contig_484	2287	7	N	N	1	*	*,484,*
contig_48	2284	14	N	N	1	*	*,48,*
contig_198	2283	11	N	N	1	*	*,198,*
contig_72	2283	14	N	N	1	*	*,72,*
contig_295	2282	5	N	N	1	*	*,295,*
contig_167	2281	10	N	N	1	*	*,167,*
contig_479	2281	21	N	N	2	*	*,479,*
contig_55	2280	13	N	N	1	*	*,55,*
contig_457	2279	18	N	N	1	*	*,457,*
contig_127	2277	20	N	N	1	*	*,127,*
contig_124	2275	13	N	N	1	*	*,124,*
contig_211	2275	22	N	N	2	*	*,211,*
contig_452	2272	10	N	N	1	*	*,452,*
contig_97	2272	10	N	N	1	*	*,97,*
contig_284	2268	17	N	N	2	*	*,284,*
contig_443	2268	12	N	N	1	*	*,443,*
contig_403	2266	7	N	N	1	*	*,403,*
contig_49	2266	13	N	N	1	*	*,49,*
contig_417	2264	15	N	N	1	*	*,417,*
contig_241	2262	14	N	N	1	*	*,241,*
contig_28	2262	10	N	N	1	*	*,28,*
contig_75	2259	11	N	N	1	*	*,75,*
contig_232	2258	15	N	N	1	*	*,232,*
contig_379	2258	5	N	N	1	*	*,379,*
contig_331	2257	6	N	N	1	*	*,331,*
contig_341	2257	14	N	N	1	*	*,341,*
contig_156	2255	17	N	N	1	*	*,156,*
contig_450	2254	7	N	N	1	*	*,450,*
contig_179	2253	22	N	N	1	*	*,179,*
contig_154	2252	7	N	N	1	*	*,154,*
contig_185	2251	8	N	N	1	*	*,185,*
contig_427	2251	8	N	N	1	*	*,427,*
contig_188	2250	21	N	N	1	*	*,188,*
contig_46	2250	30	N	Y	2	*	*,46,*
contig_242	2249	5	N	N	1	*	*,242,*
contig_38	2249	7	N	N	1	*	*,38,*
contig_112	2248	5	N	N	1	*	*,112,*
contig_123	2247	9	N	N	1	*	*,123,*
contig_36	2246	9	N	N	1	*	*,36,*
contig_44	2245	12	N	N	1	*	*,44,*
contig_177	2242	15	N	N	1	*	*,177,*
contig_454	2242	7	N	N	1	*	*,454,*
contig_99	2242	12	N	N	1	*	*,99,*
contig_4	2240	12	N	N	1	*	*,4,*
contig_412	2240	7	N	N	1	*	*,412,*
contig_444	2235	5	N	N	1	*	*,444,*
contig_275	2234	22	N	N	2	*	*,275,*
contig_312	2232	4	N	N	1	*	*,312,*
contig_60	2232	12	N	N	1	*	*,60,*
contig_31	2231	29	N	N	3	*	*,31,*
contig_176	2230	8	N	N	1	*	*,176,*
contig_404	2226	3	N	N	1	*	*,404,*
contig_149	2225	10	N	N	1	*	*,149,*
contig_463	2224	25	N	N	2	*	*,463,*
contig_14	2223	9	N	N	1	*	*,14,*
contig_257	2221	10	N	N	1	*	*,257,*
contig_56	2220	8	N	N	1	*	*,56,*
contig_148	2219	20	N	N	1	*	*,148,*
contig_114	2218	17	N	N	1	*	*,114,*
contig_121	2217	10	N	N	1	*	*,121,*
contig_282	2217	12	N	N	1	*	*,282,*
contig_37	2217	6	N	N	1	*	*,37,*
contig_384	2216	13	N	N	1	*	*,384,*
contig_315	2212	20	N	N	1	*	*,315,*
contig_344	2211	7	N	N	1	*	*,344,*
contig_337	2209	9	N	N	1	*	*,337,*
contig_398	2208	8	N	N	1	*	*,398,*
contig_456	2208	17	N	N	1	*	*,456,*
contig_77	2208	8	N	N	1	*	*,77,*
contig_165	2207	11	N	N	1	*	*,165,*
contig_225	2207	13	N	N	1	*	*,225,*
contig_372	2204	13	N	N	2	*	*,372,*
contig_172	2203	10	N	N	1	*	*,172,*
contig_513	2203	25	N	N	2	*	*,513,*
contig_168	2201	6	N	N	1	*	*,168,*
contig_239	2201	10	N	N	2	*	*,239,*
contig_291	2201	11	N	N	1	*	*,291,*
contig_358	2195	10	N	N	1	*	*,358,*
contig_61	2113	184	N	Y	18	*	*,61,*
contig_8	2014	23	N	N	2	*	*,8,*
contig_51	1837	15	N	N	1	*	*,51,*
contig_286	1744	16	N	N	1	*	*,286,*
contig_47	1737	20	N	N	2	*	*,47,*
contig_1	1700	15	N	N	1	*	*,1,*
contig_303	1507	11	N	N	1	*	*,303,*
contig_2	1489	25	N	N	3	*	*,2,*
