[2025-10-20 21:00:24] INFO: CheckM v1.2.4
[2025-10-20 21:00:24] INFO: checkm qa --out_format 5 checkm_out/Vibrio.ms checkm_out
[2025-10-20 21:00:24] INFO: CheckM data: /data/djs217/miniconda3/envs/checkm_env/checkm_data
[2025-10-20 21:00:24] INFO: [CheckM - qa] Tabulating genome statistics.
[2025-10-20 21:00:24] INFO: Calculating AAI between multi-copy marker genes.
[2025-10-20 21:00:24] INFO: Reading HMM info from file.
[2025-10-20 21:00:25] INFO: Parsing HMM hits to marker genes:
Bin Id	Marker Id	Gene Id
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01991	contig00013_259
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02209	contig00013_406
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01406	contig00007_188
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01667	contig00011_48
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00633	contig00021_73
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01356	contig00021_89
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01161	contig00013_815
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01740	contig00014_102
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00067	contig00013_977
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00407	contig00013_176
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00516	contig00007_480
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02034	contig00013_534
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00611	contig00013_873
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03461	contig00014_74
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00508	contig00010_23
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01462	contig00007_374
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00628	contig00013_360
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01449	contig00007_716
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00195	contig00021_73
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00510	contig00013_137
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01027	contig00013_177
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00041	contig00014_76
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01696	contig00007_344
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03346	contig00013_301
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01191	contig00007_110
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02062	contig00018_271
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02445	contig00013_887
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02100	contig00009_209
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01816	contig00013_7
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03703	contig00013_967
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00336	contig00013_638
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00519	contig00007_38
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03718	contig00020_244
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01416	contig00013_417
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01923	contig00002_111
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00643	contig00013_689
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00761	contig00007_674
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02868	contig00010_169
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01212	contig00013_374
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02392	contig00013_961
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02647	contig00010_64
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01948	contig00014_18
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01091	contig00007_177
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02121	contig00009_76
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00619	contig00020_105
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01302	contig00013_243
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01620	contig00008_240
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00692	contig00004_382
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01176	contig00007_753
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00007	contig00010_50
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01224	contig00010_206
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00416	contig00007_338
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02800	contig00021_132
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02614	contig00013_400
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00171	contig00013_488
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02998	contig00013_582
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01225	contig00010_203
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01666	contig00011_48
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00329	contig00013_448
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01059	contig00013_874
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02519	contig00007_623
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00634	contig00013_203
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03317	contig00007_493
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01254	contig00013_512
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01198	contig00008_3
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00019	contig00013_111
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00561	contig00020_196
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02722	contig00021_37
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00593	contig00013_755
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01421	contig00013_781
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02801	contig00021_130
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00768	contig00004_201
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02667	contig00014_30
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00238	contig00007_759
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00644	contig00013_348
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02351	contig00013_899
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02433	contig00007_197
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01474	contig00013_966
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01055	contig00013_425
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01966	contig00013_639
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00740	contig00021_116
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02203	contig00021_51
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03197	contig00007_86
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00409	contig00007_231
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01394	contig00013_742
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03719	contig00013_311
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01798	contig00013_10
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02041	contig00007_638
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02135	contig00013_286
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01047	contig00012_73
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03503	contig00007_187
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03598	contig00013_754
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02223	contig00013_578
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00609	contig00007_274
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03499	contig00007_123
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02225	contig00013_350
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00547	contig00010_17
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02446	contig00007_98
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00390	contig00013_580
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00552	contig00018_63
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00553	contig00008_244
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02213	contig00021_48
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01968	contig00002_22
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01983	contig00012_66
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01574	contig00013_120
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03902	contig00002_101
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03150	contig00014_73
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01331	contig00013_719
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02254	contig00004_243
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00554	contig00013_983
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01347	contig00013_4
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00185	contig00007_773
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00121	contig00013_982
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00445	contig00013_402
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03300	contig00013_249
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00444	contig00007_476
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00457	contig00008_256
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01976	contig00010_173
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02796	contig00021_129
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03533	contig00007_92
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00097	contig00004_165
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03240	contig00007_709
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00227	contig00013_174
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02966	contig00013_293
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00122	contig00013_982
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00438	contig00007_372
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02802	contig00021_133
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00191	contig00013_365
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02178	contig00012_81
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00160	contig00011_46
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01410	contig00013_761
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02317	contig00015_9
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02334	contig00015_12
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01455	contig00007_369
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02010	contig00013_264
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01718	contig00021_31
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02823	contig00013_885
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00014	contig00007_172
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00434	contig00007_637
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01081	contig00013_514
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02517	contig00013_730
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00546	contig00013_124
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01172	contig00007_747
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02038	contig00013_423
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03821	contig00007_759
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00201	contig00013_716
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01311	contig00007_291
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00638	contig00020_188
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01893	contig00013_182
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00096	contig00013_408
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00436	contig00007_483
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03303	contig00007_206
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02071	contig00007_407
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01063	contig00012_65
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02451	contig00007_256
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00170	contig00013_487
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03413	contig00007_191
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01510	contig00013_627
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00538	contig00013_749
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02440	contig00007_97
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01142	contig00010_230
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01139	contig00013_62
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00239	contig00013_5
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00595	contig00013_576
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00571	contig00007_657
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03426	contig00007_608
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03010	contig00007_691
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00044	contig00007_524
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00987	contig00010_227
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01246	contig00007_161
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00856	contig00018_60
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01982	contig00013_763
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00639	contig00007_179
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01890	contig00007_268
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00661	contig00013_480
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02072	contig00010_26
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03695	contig00002_108
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01277	contig00013_510
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02018	contig00010_207
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00370	contig00020_218
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01276	contig00013_512
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01927	contig00002_110
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01245	contig00012_90
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01939	contig00007_246
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02795	contig00021_134
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00173	contig00002_107
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00531	contig00007_791
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03402	contig00013_263
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01350	contig00007_423
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01083	contig00014_17
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01713	contig00013_731
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02037	contig00013_422
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00460	contig00013_821
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01122	contig00013_839
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00717	contig00014_98
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03142	contig00007_104
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01800	contig00015_10
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00763	contig00002_97
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02665	contig00015_127
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02075	contig00007_212
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03246	contig00007_711
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01942	contig00007_412
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01617	contig00007_160
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02154	contig00013_294
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00713	contig00007_384
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01189	contig00007_112
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01772	contig00013_505
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00878	contig00007_178
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00421	contig00013_513
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01532	contig00007_511
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01090	contig00007_70
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01296	contig00007_83
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00560	contig00012_76
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02541	contig00013_72
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00751	contig00013_581
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03648	contig00007_781
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00618	contig00020_106
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01943	contig00014_23
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03391	contig00007_264
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02143	contig00013_974
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01682	contig00014_32
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03840	contig00010_229
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01075	contig00013_909
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00707	contig00007_711
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03536	contig00007_284
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02939	contig00007_490
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00838	contig00007_672
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01072	contig00007_576
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00539	contig00007_530
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00928	contig00010_38
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02012	contig00007_462
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01134	contig00007_75
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00338	contig00007_340
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00392	contig00013_327
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00839	contig00007_775
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03838	contig00007_411
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00518	contig00010_14
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00225	contig00015_50
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00499	contig00013_346
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02043	contig00013_1006
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01227	contig00010_205
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01085	contig00013_404
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00189	contig00002_128
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02191	contig00007_484
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02208	contig00013_614
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02141	contig00020_187
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01348	contig00007_424
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00344	contig00007_460
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01946	contig00014_20
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01084	contig00007_534
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01750	contig00007_203
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01941	contig00007_244
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00020	contig00013_347
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00997	contig00012_98
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02007	contig00013_258
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00064	contig00013_958
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01499	contig00007_78
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00054	contig00007_207
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01693	contig00007_216
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02970	contig00013_9
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02183	contig00010_144
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02515	contig00007_661
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01253	contig00013_511
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03723	contig00013_448
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01327	contig00007_502
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR04110	contig00018_80
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02420	contig00007_410
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02224	contig00013_935
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01461	contig00013_706
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01850	contig00007_675
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00988	contig00014_99
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01447	contig00007_273
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01738	contig00013_715
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02393	contig00013_452
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03594	contig00013_248
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01079	contig00013_562
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01173	contig00013_849
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01951	contig00013_170
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00050	contig00013_265
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01317	contig00013_376
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01929	contig00002_109
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02432	contig00007_197
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00235	contig00014_58
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00705	contig00007_37
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02437	contig00013_888
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01933	contig00007_727
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01933	contig00012_15
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03298	contig00007_504
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01940	contig00007_245
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00249	contig00007_94
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00565	contig00012_88
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01388	contig00002_20
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02857	contig00010_170
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR00260	contig00013_364
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR03012	contig00007_692
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR01273	contig00004_198
11813_EXE22_2025_IVF5LA_PBC74148_final	TIGR02211	contig00021_47
