[2025-10-20 21:00:03] INFO: CheckM v1.2.4
[2025-10-20 21:00:03] INFO: checkm qa --out_format 3 checkm_out/Vibrio.ms checkm_out
[2025-10-20 21:00:03] INFO: CheckM data: /data/djs217/miniconda3/envs/checkm_env/checkm_data
[2025-10-20 21:00:03] INFO: [CheckM - qa] Tabulating genome statistics.
[2025-10-20 21:00:03] INFO: Calculating AAI between multi-copy marker genes.
[2025-10-20 21:00:03] INFO: Reading HMM info from file.
[2025-10-20 21:00:04] INFO: Parsing HMM hits to marker genes:
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                            Node Id      Marker lineage     # genomes   # markers   # marker sets    0      1     2    3   4   5+   Completeness   Contamination   Strain heterogeneity  
  11813_EXE_01_2025_M_PBC74148_final                   2      Gammaproteobacteria      1167        280           178        104    175    1    0   0   0       60.38            0.19               0.00          
  11813_EXE_01_2025_M_PBC74148_final                   1         Proteobacteria        2343        182           119         70    111    1    0   0   0       61.27            0.84               0.00          
  11813_EXE_01_2025_M_PBC74148_final                   0            Bacteria           5449        104            58         45     59    0    0   0   0       50.86            0.00               0.00          
  11813_EXE_03_2025_A_PBC74148_final                   5             Vibrio             70         1084          381        579    478    27   0   0   0       40.71            1.56              88.89          
  11813_EXE_03_2025_A_PBC74148_final                   4          Vibrionaceae          80         922           367        500    400    22   0   0   0       41.84            1.83              88.89          
  11813_EXE_03_2025_A_PBC74148_final                   3          Vibrionales           80         922           367        500    400    22   0   0   0       41.84            1.83              88.89          
  11813_EXE_03_2025_A_PBC74148_final                   2      Gammaproteobacteria      1167        280           178        135    138    7    0   0   0       49.89            1.31              88.89          
  11813_EXE_03_2025_A_PBC74148_final                   1         Proteobacteria        2343        182           119         95     82    5    0   0   0       46.71            1.47              88.89          
  11813_EXE_03_2025_A_PBC74148_final                   0            Bacteria           5449        104            58         59     41    4    0   0   0       37.98            2.19              88.89          
  11813_EXE_05_2024_A_PBC74148_final                   5             Vibrio             70         1084          381         2     1078   4    0   0   0       99.96            0.68               0.00          
  11813_EXE_05_2024_A_PBC74148_final                   4          Vibrionaceae          80         922           367         1     919    2    0   0   0       99.98            0.30               0.00          
  11813_EXE_05_2024_A_PBC74148_final                   3          Vibrionales           80         922           367         1     919    2    0   0   0       99.98            0.30               0.00          
  11813_EXE_05_2024_A_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_05_2024_A_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_05_2024_A_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_06_2024_E_PBC74148_final                   5             Vibrio             70         1084          381         0     1080   3    1   0   0       100.00           0.33               0.00          
  11813_EXE_06_2024_E_PBC74148_final                   4          Vibrionaceae          80         922           367         0     919    3    0   0   0       100.00           0.08               0.00          
  11813_EXE_06_2024_E_PBC74148_final                   3          Vibrionales           80         922           367         0     919    3    0   0   0       100.00           0.08               0.00          
  11813_EXE_06_2024_E_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_06_2024_E_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_06_2024_E_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_09_2024_B_PBC74148_final                   5             Vibrio             70         1084          381         0     1079   5    0   0   0       100.00           0.18               0.00          
  11813_EXE_09_2024_B_PBC74148_final                   4          Vibrionaceae          80         922           367         0     919    3    0   0   0       100.00           0.13               0.00          
  11813_EXE_09_2024_B_PBC74148_final                   3          Vibrionales           80         922           367         0     919    3    0   0   0       100.00           0.13               0.00          
  11813_EXE_09_2024_B_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_09_2024_B_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_09_2024_B_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_12_2025_A_PBC74148_final                   5             Vibrio             70         1084          381         0     1079   5    0   0   0       100.00           0.23               0.00          
  11813_EXE_12_2025_A_PBC74148_final                   4          Vibrionaceae          80         922           367         0     919    3    0   0   0       100.00           0.08               0.00          
  11813_EXE_12_2025_A_PBC74148_final                   3          Vibrionales           80         922           367         0     919    3    0   0   0       100.00           0.08               0.00          
  11813_EXE_12_2025_A_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_12_2025_A_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_12_2025_A_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_13_2025_H_PBC74148_final                   5             Vibrio             70         1084          381         0     1079   4    1   0   0       100.00           0.72              14.29          
  11813_EXE_13_2025_H_PBC74148_final                   4          Vibrionaceae          80         922           367         0     917    4    1   0   0       100.00           1.02              14.29          
  11813_EXE_13_2025_H_PBC74148_final                   3          Vibrionales           80         922           367         0     917    4    1   0   0       100.00           1.02              14.29          
  11813_EXE_13_2025_H_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00              14.29          
  11813_EXE_13_2025_H_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00              14.29          
  11813_EXE_13_2025_H_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00              14.29          
  11813_EXE_19_2024_M_PBC74148_final                   5             Vibrio             70         1084          381         0     1078   6    0   0   0       100.00           0.27               0.00          
  11813_EXE_19_2024_M_PBC74148_final                   4          Vibrionaceae          80         922           367         0     917    5    0   0   0       100.00           0.29               0.00          
  11813_EXE_19_2024_M_PBC74148_final                   3          Vibrionales           80         922           367         0     917    5    0   0   0       100.00           0.29               0.00          
  11813_EXE_19_2024_M_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     278    2    0   0   0       100.00           1.12               0.00          
  11813_EXE_19_2024_M_PBC74148_final                   1         Proteobacteria        2343        182           119         0     181    1    0   0   0       100.00           0.84               0.00          
  11813_EXE_19_2024_M_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_20_2024_J_PBC74148_final                   5             Vibrio             70         1084          381         0     1080   4    0   0   0       100.00           0.20               0.00          
  11813_EXE_20_2024_J_PBC74148_final                   4          Vibrionaceae          80         922           367         0     919    3    0   0   0       100.00           0.08               0.00          
  11813_EXE_20_2024_J_PBC74148_final                   3          Vibrionales           80         922           367         0     919    3    0   0   0       100.00           0.08               0.00          
  11813_EXE_20_2024_J_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_20_2024_J_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_20_2024_J_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_20_2025_B_PBC74148_final                   5             Vibrio             70         1084          381         51    1028   5    0   0   0       96.02            0.28               0.00          
  11813_EXE_20_2025_B_PBC74148_final                   4          Vibrionaceae          80         922           367         43    877    2    0   0   0       95.74            0.10               0.00          
  11813_EXE_20_2025_B_PBC74148_final                   3          Vibrionales           80         922           367         43    877    2    0   0   0       95.74            0.10               0.00          
  11813_EXE_20_2025_B_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         8     272    0    0   0   0       95.93            0.00               0.00          
  11813_EXE_20_2025_B_PBC74148_final                   1         Proteobacteria        2343        182           119         7     175    0    0   0   0       94.75            0.00               0.00          
  11813_EXE_20_2025_B_PBC74148_final                   0            Bacteria           5449        104            58         2     102    0    0   0   0       96.55            0.00               0.00          
  11813_EXE_21_2025_F_PBC74148_final                   5             Vibrio             70         1084          381         0     1078   6    0   0   0       100.00           0.44               0.00          
  11813_EXE_21_2025_F_PBC74148_final                   4          Vibrionaceae          80         922           367         0     919    3    0   0   0       100.00           0.13               0.00          
  11813_EXE_21_2025_F_PBC74148_final                   3          Vibrionales           80         922           367         0     919    3    0   0   0       100.00           0.13               0.00          
  11813_EXE_21_2025_F_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_21_2025_F_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_21_2025_F_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_22_2025_DG1LF_PBC7_final                   5             Vibrio             70         1084          381         24    1032   27   1   0   0       96.37            2.40              53.33          
  11813_EXE_22_2025_DG1LF_PBC7_final                   4          Vibrionaceae          80         922           367         19    877    25   1   0   0       96.55            3.16              53.33          
  11813_EXE_22_2025_DG1LF_PBC7_final                   3          Vibrionales           80         922           367         19    877    25   1   0   0       96.55            3.16              53.33          
  11813_EXE_22_2025_DG1LF_PBC7_final                   2      Gammaproteobacteria      1167        280           178         1     270    9    0   0   0       99.44            3.23              53.33          
  11813_EXE_22_2025_DG1LF_PBC7_final                   1         Proteobacteria        2343        182           119         0     177    5    0   0   0       100.00           4.20              53.33          
  11813_EXE_22_2025_DG1LF_PBC7_final                   0            Bacteria           5449        104            58         0     103    1    0   0   0       100.00           1.72              53.33          
  11813_EXE_22_2025_DG3A_PBC74148_barcode18_final      5             Vibrio             70         1084          381         14    1048   19   3   0   0       99.19            2.36              53.57          
  11813_EXE_22_2025_DG3A_PBC74148_barcode18_final      4          Vibrionaceae          80         922           367         11    894    15   2   0   0       98.64            1.59              53.57          
  11813_EXE_22_2025_DG3A_PBC74148_barcode18_final      3          Vibrionales           80         922           367         11    894    15   2   0   0       98.64            1.59              53.57          
  11813_EXE_22_2025_DG3A_PBC74148_barcode18_final      2      Gammaproteobacteria      1167        280           178         2     272    6    0   0   0       98.88            1.97              53.57          
  11813_EXE_22_2025_DG3A_PBC74148_barcode18_final      1         Proteobacteria        2343        182           119         2     177    3    0   0   0       98.32            2.52              53.57          
  11813_EXE_22_2025_DG3A_PBC74148_barcode18_final      0            Bacteria           5449        104            58         1     101    2    0   0   0       98.28            3.45              53.57          
  11813_EXE_22_2025_T1A_PBC74148_final                 5             Vibrio             70         1084          381         0     1077   7    0   0   0       100.00           0.29               0.00          
  11813_EXE_22_2025_T1A_PBC74148_final                 4          Vibrionaceae          80         922           367         0     917    5    0   0   0       100.00           0.23               0.00          
  11813_EXE_22_2025_T1A_PBC74148_final                 3          Vibrionales           80         922           367         0     917    5    0   0   0       100.00           0.23               0.00          
  11813_EXE_22_2025_T1A_PBC74148_final                 2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_22_2025_T1A_PBC74148_final                 1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_22_2025_T1A_PBC74148_final                 0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_23_2025_L_PBC74148_final                   5             Vibrio             70         1084          381         2     1074   8    0   0   0       99.61            0.65              25.00          
  11813_EXE_23_2025_L_PBC74148_final                   4          Vibrionaceae          80         922           367         1     916    5    0   0   0       99.73            0.35              25.00          
  11813_EXE_23_2025_L_PBC74148_final                   3          Vibrionales           80         922           367         1     916    5    0   0   0       99.73            0.35              25.00          
  11813_EXE_23_2025_L_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     279    1    0   0   0       100.00           0.56              25.00          
  11813_EXE_23_2025_L_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00              25.00          
  11813_EXE_23_2025_L_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00              25.00          
  11813_EXE_24_2025_E_PBC74148_final                   5             Vibrio             70         1084          381        1083    1     0    0   0   0        0.13            0.00               0.00          
  11813_EXE_24_2025_E_PBC74148_final                   4          Vibrionaceae          80         922           367        921     1     0    0   0   0        0.27            0.00               0.00          
  11813_EXE_24_2025_E_PBC74148_final                   3          Vibrionales           80         922           367        921     1     0    0   0   0        0.27            0.00               0.00          
  11813_EXE_24_2025_E_PBC74148_final                   2      Gammaproteobacteria      1167        280           178        280     0     0    0   0   0        0.00            0.00               0.00          
  11813_EXE_24_2025_E_PBC74148_final                   1         Proteobacteria        2343        182           119        182     0     0    0   0   0        0.00            0.00               0.00          
  11813_EXE_24_2025_E_PBC74148_final                   0            Bacteria           5449        104            58        104     0     0    0   0   0        0.00            0.00               0.00          
  11813_EXE_25_2025_25N_PBC74148_final                 5             Vibrio             70         1084          381        1065    19    0    0   0   0        0.45            0.00               0.00          
  11813_EXE_25_2025_25N_PBC74148_final                 4          Vibrionaceae          80         922           367        904     18    0    0   0   0        0.65            0.00               0.00          
  11813_EXE_25_2025_25N_PBC74148_final                 3          Vibrionales           80         922           367        904     18    0    0   0   0        0.65            0.00               0.00          
  11813_EXE_25_2025_25N_PBC74148_final                 2      Gammaproteobacteria      1167        280           178        277     3     0    0   0   0        1.69            0.00               0.00          
  11813_EXE_25_2025_25N_PBC74148_final                 1         Proteobacteria        2343        182           119        179     3     0    0   0   0        2.52            0.00               0.00          
  11813_EXE_25_2025_25N_PBC74148_final                 0            Bacteria           5449        104            58        103     1     0    0   0   0        1.72            0.00               0.00          
  11813_EXE_26_2025_A_PBC74148_final                   5             Vibrio             70         1084          381         2     1076   6    0   0   0       99.85            0.78               0.00          
  11813_EXE_26_2025_A_PBC74148_final                   4          Vibrionaceae          80         922           367         2     917    3    0   0   0       99.84            0.36               0.00          
  11813_EXE_26_2025_A_PBC74148_final                   3          Vibrionales           80         922           367         2     917    3    0   0   0       99.84            0.36               0.00          
  11813_EXE_26_2025_A_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     276    4    0   0   0       100.00           0.84               0.00          
  11813_EXE_26_2025_A_PBC74148_final                   1         Proteobacteria        2343        182           119         0     180    2    0   0   0       100.00           1.68               0.00          
  11813_EXE_26_2025_A_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_26_2025_C_PBC74148_final                   5             Vibrio             70         1084          381         8     1068   7    1   0   0       98.43            0.65               0.00          
  11813_EXE_26_2025_C_PBC74148_final                   4          Vibrionaceae          80         922           367         4     912    5    1   0   0       98.91            0.52               0.00          
  11813_EXE_26_2025_C_PBC74148_final                   3          Vibrionales           80         922           367         4     912    5    1   0   0       98.91            0.52               0.00          
  11813_EXE_26_2025_C_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     279    1    0   0   0       100.00           0.56               0.00          
  11813_EXE_26_2025_C_PBC74148_final                   1         Proteobacteria        2343        182           119         0     181    1    0   0   0       100.00           0.84               0.00          
  11813_EXE_26_2025_C_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_27_2025_A_PBC74148_final                   5             Vibrio             70         1084          381         0     1080   4    0   0   0       100.00           0.51               0.00          
  11813_EXE_27_2025_A_PBC74148_final                   4          Vibrionaceae          80         922           367         0     919    3    0   0   0       100.00           0.26               0.00          
  11813_EXE_27_2025_A_PBC74148_final                   3          Vibrionales           80         922           367         0     919    3    0   0   0       100.00           0.26               0.00          
  11813_EXE_27_2025_A_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     275    5    0   0   0       100.00           1.40               0.00          
  11813_EXE_27_2025_A_PBC74148_final                   1         Proteobacteria        2343        182           119         0     180    2    0   0   0       100.00           1.68               0.00          
  11813_EXE_27_2025_A_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_27_2025_D_PBC74148_final                   5             Vibrio             70         1084          381         0     1079   5    0   0   0       100.00           0.33               0.00          
  11813_EXE_27_2025_D_PBC74148_final                   4          Vibrionaceae          80         922           367         0     919    3    0   0   0       100.00           0.08               0.00          
  11813_EXE_27_2025_D_PBC74148_final                   3          Vibrionales           80         922           367         0     919    3    0   0   0       100.00           0.08               0.00          
  11813_EXE_27_2025_D_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_27_2025_D_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_27_2025_D_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_28_2025_A_PBC74148_final                   5             Vibrio             70         1084          381         1     1077   5    1   0   0       99.74            0.43               0.00          
  11813_EXE_28_2025_A_PBC74148_final                   4          Vibrionaceae          80         922           367         0     917    4    1   0   0       100.00           0.37               0.00          
  11813_EXE_28_2025_A_PBC74148_final                   3          Vibrionales           80         922           367         0     917    4    1   0   0       100.00           0.37               0.00          
  11813_EXE_28_2025_A_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     276    4    0   0   0       100.00           1.12               0.00          
  11813_EXE_28_2025_A_PBC74148_final                   1         Proteobacteria        2343        182           119         0     181    1    0   0   0       100.00           0.84               0.00          
  11813_EXE_28_2025_A_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_28_2025_W_PBC74148_final                   5             Vibrio             70         1084          381         1     1078   5    0   0   0       99.91            0.57               0.00          
  11813_EXE_28_2025_W_PBC74148_final                   4          Vibrionaceae          80         922           367         1     919    2    0   0   0       99.86            0.19               0.00          
  11813_EXE_28_2025_W_PBC74148_final                   3          Vibrionales           80         922           367         1     919    2    0   0   0       99.86            0.19               0.00          
  11813_EXE_28_2025_W_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     279    1    0   0   0       100.00           0.28               0.00          
  11813_EXE_28_2025_W_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_28_2025_W_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_29_2025_HH_PBC74148_final                  5             Vibrio             70         1084          381         0     1082   2    0   0   0       100.00           0.14               0.00          
  11813_EXE_29_2025_HH_PBC74148_final                  4          Vibrionaceae          80         922           367         0     922    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_29_2025_HH_PBC74148_final                  3          Vibrionales           80         922           367         0     922    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_29_2025_HH_PBC74148_final                  2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_29_2025_HH_PBC74148_final                  1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_29_2025_HH_PBC74148_final                  0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_29_2025_K_PBC74148_final                   5             Vibrio             70         1084          381         11    1066   7    0   0   0       98.39            0.72              14.29          
  11813_EXE_29_2025_K_PBC74148_final                   4          Vibrionaceae          80         922           367         7     910    5    0   0   0       98.91            0.37              14.29          
  11813_EXE_29_2025_K_PBC74148_final                   3          Vibrionales           80         922           367         7     910    5    0   0   0       98.91            0.37              14.29          
  11813_EXE_29_2025_K_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     276    4    0   0   0       100.00           0.84              14.29          
  11813_EXE_29_2025_K_PBC74148_final                   1         Proteobacteria        2343        182           119         0     181    1    0   0   0       100.00           0.84              14.29          
  11813_EXE_29_2025_K_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00              14.29          
  11813_EXE_29_2025_V_PBC74148_final                   5             Vibrio             70         1084          381         0     1075   9    0   0   0       100.00           0.53               0.00          
  11813_EXE_29_2025_V_PBC74148_final                   4          Vibrionaceae          80         922           367         0     917    5    0   0   0       100.00           0.36               0.00          
  11813_EXE_29_2025_V_PBC74148_final                   3          Vibrionales           80         922           367         0     917    5    0   0   0       100.00           0.36               0.00          
  11813_EXE_29_2025_V_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_29_2025_V_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_29_2025_V_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_30_2024_F_PBC74148_final                   5             Vibrio             70         1084          381         0     1079   5    0   0   0       100.00           0.18               0.00          
  11813_EXE_30_2024_F_PBC74148_final                   4          Vibrionaceae          80         922           367         0     919    3    0   0   0       100.00           0.13               0.00          
  11813_EXE_30_2024_F_PBC74148_final                   3          Vibrionales           80         922           367         0     919    3    0   0   0       100.00           0.13               0.00          
  11813_EXE_30_2024_F_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_30_2024_F_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_30_2024_F_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_30_2024_G_PBC74148_final                   5             Vibrio             70         1084          381         0     1077   7    0   0   0       100.00           0.86               0.00          
  11813_EXE_30_2024_G_PBC74148_final                   4          Vibrionaceae          80         922           367         0     918    4    0   0   0       100.00           0.35               0.00          
  11813_EXE_30_2024_G_PBC74148_final                   3          Vibrionales           80         922           367         0     918    4    0   0   0       100.00           0.35               0.00          
  11813_EXE_30_2024_G_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     276    4    0   0   0       100.00           0.84               0.00          
  11813_EXE_30_2024_G_PBC74148_final                   1         Proteobacteria        2343        182           119         0     181    1    0   0   0       100.00           0.84               0.00          
  11813_EXE_30_2024_G_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_30_2025_L_PBC74148_final                   5             Vibrio             70         1084          381         0     1075   9    0   0   0       100.00           0.66               0.00          
  11813_EXE_30_2025_L_PBC74148_final                   4          Vibrionaceae          80         922           367         0     916    6    0   0   0       100.00           0.34               0.00          
  11813_EXE_30_2025_L_PBC74148_final                   3          Vibrionales           80         922           367         0     916    6    0   0   0       100.00           0.34               0.00          
  11813_EXE_30_2025_L_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     278    2    0   0   0       100.00           1.12               0.00          
  11813_EXE_30_2025_L_PBC74148_final                   1         Proteobacteria        2343        182           119         0     181    1    0   0   0       100.00           0.84               0.00          
  11813_EXE_30_2025_L_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_30_2025_R_PBC74148_final                   5             Vibrio             70         1084          381        466    582    36   0   0   0       52.16            3.22              88.89          
  11813_EXE_30_2025_R_PBC74148_final                   4          Vibrionaceae          80         922           367        390    503    29   0   0   0       52.72            2.80              88.89          
  11813_EXE_30_2025_R_PBC74148_final                   3          Vibrionales           80         922           367        390    503    29   0   0   0       52.72            2.80              88.89          
  11813_EXE_30_2025_R_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         93    175    12   0   0   0       60.49            2.30              88.89          
  11813_EXE_30_2025_R_PBC74148_final                   1         Proteobacteria        2343        182           119         61    110    11   0   0   0       58.04            3.42              88.89          
  11813_EXE_30_2025_R_PBC74148_final                   0            Bacteria           5449        104            58         35     62    7    0   0   0       51.55            1.10              88.89          
  11813_EXE_30_2025_S_PBC74148_final                   5             Vibrio             70         1084          381         0     1082   2    0   0   0       100.00           0.17               0.00          
  11813_EXE_30_2025_S_PBC74148_final                   4          Vibrionaceae          80         922           367         0     921    1    0   0   0       100.00           0.05               0.00          
  11813_EXE_30_2025_S_PBC74148_final                   3          Vibrionales           80         922           367         0     921    1    0   0   0       100.00           0.05               0.00          
  11813_EXE_30_2025_S_PBC74148_final                   2      Gammaproteobacteria      1167        280           178         0     280    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_30_2025_S_PBC74148_final                   1         Proteobacteria        2343        182           119         0     182    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_30_2025_S_PBC74148_final                   0            Bacteria           5449        104            58         0     104    0    0   0   0       100.00           0.00               0.00          
  11813_EXE_32_2024_G_PBC74148_final                   5             Vibrio             70         1084          381         0     1077   7    0   0   0       100.00           0.92              85.71          
