[2025-10-20 21:00:35] INFO: CheckM v1.2.4
[2025-10-20 21:00:35] INFO: checkm qa --out_format 6 checkm_out/Vibrio.ms checkm_out
[2025-10-20 21:00:35] INFO: CheckM data: /data/djs217/miniconda3/envs/checkm_env/checkm_data
[2025-10-20 21:00:35] INFO: [CheckM - qa] Tabulating genome statistics.
[2025-10-20 21:00:35] INFO: Calculating AAI between multi-copy marker genes.
[2025-10-20 21:00:35] INFO: Reading HMM info from file.
[2025-10-20 21:00:36] INFO: Parsing HMM hits to marker genes:
Bin Id	Marker Id	Gene Ids
11813_EXE_03_2025_A_PBC74148_final	PF02559.11	contig00090_5,contig00298_1
11813_EXE_03_2025_A_PBC74148_final	PF01134.17	contig00404_1,contig00514_3
11813_EXE_03_2025_A_PBC74148_final	PF13288.1	contig00043_1,contig00247_3
11813_EXE_03_2025_A_PBC74148_final	PF04101.11	contig00300_1,contig00431_1
11813_EXE_03_2025_A_PBC74148_final	PF02965.12	contig00184_1,contig00398_1
11813_EXE_03_2025_A_PBC74148_final	PF01220.14	contig00280_1,contig00506_5
11813_EXE_03_2025_A_PBC74148_final	PF00238.14	contig00057_1,contig00108_1
11813_EXE_03_2025_A_PBC74148_final	PF04760.10	contig00320_1,contig00403_1
11813_EXE_03_2025_A_PBC74148_final	PF08364.6	contig00320_1,contig00403_1
11813_EXE_03_2025_A_PBC74148_final	PF03934.8	contig00119_1,contig00278_1
11813_EXE_03_2025_A_PBC74148_final	PF02781.11	contig00166_1,contig00291_3
11813_EXE_03_2025_A_PBC74148_final	PF00479.17	contig00166_1,contig00291_3
11813_EXE_03_2025_A_PBC74148_final	PF01678.14	contig00261_1,contig00305_7
11813_EXE_05_2024_A_PBC74148_final	TIGR03298	contig00004_407,contig00005_292
11813_EXE_05_2024_A_PBC74148_final	PF13242.1	contig00005_1278,contig00005_708
11813_EXE_05_2024_A_PBC74148_final	PF13174.1	contig00005_1609,contig00005_1923
11813_EXE_05_2024_A_PBC74148_final	PF11398.3	contig00004_657,contig00005_471
11813_EXE_06_2024_E_PBC74148_final	TIGR01933	chromosome00001_2540,plasmid00001_363
11813_EXE_06_2024_E_PBC74148_final	TIGR01932	chromosome00001_2539,plasmid00001_364
11813_EXE_06_2024_E_PBC74148_final	PF12221.3	chromosome00001_2540,plasmid00001_363
11813_EXE_06_2024_E_PBC74148_final	PF04463.7	chromosome00001_1425,chromosome00001_1477,plasmid00001_19
11813_EXE_09_2024_B_PBC74148_final	TIGR02420	chromosome00001_464,plasmid00002_70
11813_EXE_09_2024_B_PBC74148_final	PF03118.10	chromosome00001_1289,plasmid00004_12
11813_EXE_09_2024_B_PBC74148_final	PF13174.1	chromosome00001_2090,chromosome00001_2406
11813_EXE_09_2024_B_PBC74148_final	PF01170.13	chromosome00001_2563,chromosome00001_580
11813_EXE_09_2024_B_PBC74148_final	PF01520.13	chromosome00001_798,plasmid00004_9
11813_EXE_12_2025_A_PBC74148_final	TIGR01933	chromosome00001_215,plasmid00001_943
11813_EXE_12_2025_A_PBC74148_final	TIGR01932	chromosome00001_216,plasmid00001_942
11813_EXE_12_2025_A_PBC74148_final	PF03476.11	plasmid00001_1373,plasmid00001_927
11813_EXE_12_2025_A_PBC74148_final	PF12221.3	chromosome00001_215,plasmid00001_943
11813_EXE_12_2025_A_PBC74148_final	PF04315.7	chromosome00001_835,chromosome00001_844
11813_EXE_13_2025_H_PBC74148_final	TIGR00556	chromosome00001_106,chromosome00001_2384
11813_EXE_13_2025_H_PBC74148_final	PF04310.7	chromosome00001_1192,chromosome00001_2803
11813_EXE_13_2025_H_PBC74148_final	PF00759.14	chromosome00001_451,plasmid00006_16
11813_EXE_13_2025_H_PBC74148_final	PF10979.3	chromosome00001_1656,chromosome00001_1768,chromosome00001_972
11813_EXE_13_2025_H_PBC74148_final	PF04288.8	chromosome00001_1191,chromosome00001_2802
11813_EXE_19_2024_M_PBC74148_final	TIGR01072	chromosome00001_2369,chromosome00001_8
11813_EXE_19_2024_M_PBC74148_final	TIGR01933	chromosome00001_2515,plasmid00003_23
11813_EXE_19_2024_M_PBC74148_final	TIGR01932	chromosome00001_2514,plasmid00003_24
11813_EXE_19_2024_M_PBC74148_final	PF04101.11	chromosome00001_12,chromosome00001_221
11813_EXE_19_2024_M_PBC74148_final	PF12221.3	chromosome00001_2515,plasmid00003_23
11813_EXE_19_2024_M_PBC74148_final	PF02873.11	chromosome00001_2613,chromosome00001_9
11813_EXE_20_2024_J_PBC74148_final	TIGR01933	chromosome00001_1311,chromosome00001_205
11813_EXE_20_2024_J_PBC74148_final	TIGR01932	chromosome00001_1312,chromosome00001_206
11813_EXE_20_2024_J_PBC74148_final	PF03476.11	chromosome00001_1303,plasmid00001_1312
11813_EXE_20_2024_J_PBC74148_final	PF12221.3	chromosome00001_1311,chromosome00001_205
11813_EXE_20_2025_B_PBC74148_final	TIGR02420	contig00004_410,contig00006_61
11813_EXE_20_2025_B_PBC74148_final	PF03118.10	contig00002_97,contig00015_131
11813_EXE_20_2025_B_PBC74148_final	PF13241.1	contig00001_175,contig00013_330
11813_EXE_20_2025_B_PBC74148_final	PF01170.13	contig00008_296,contig00013_311
11813_EXE_20_2025_B_PBC74148_final	PF01520.13	contig00002_100,contig00008_68
11813_EXE_21_2025_F_PBC74148_final	TIGR02420	chromosome00001_2426,plasmid00002_202
11813_EXE_21_2025_F_PBC74148_final	TIGR00502	plasmid00014_19,plasmid00021_1
11813_EXE_21_2025_F_PBC74148_final	PF03118.10	chromosome00001_251,plasmid00010_12
11813_EXE_21_2025_F_PBC74148_final	PF13174.1	chromosome00001_1050,chromosome00001_1366
11813_EXE_21_2025_F_PBC74148_final	PF01170.13	chromosome00001_1523,chromosome00001_2542
11813_EXE_21_2025_F_PBC74148_final	PF01520.13	chromosome00001_2760,plasmid00010_9
11813_EXE_22_2025_DG1LF_PBC7_final	TIGR01745	contig00189_4,contig00231_5
11813_EXE_22_2025_DG1LF_PBC7_final	TIGR02392	contig00032_4,contig00303_1
11813_EXE_22_2025_DG1LF_PBC7_final	TIGR02012	contig00049_10,contig00115_12
11813_EXE_22_2025_DG1LF_PBC7_final	TIGR01933	contig00096_5,contig00295_2
11813_EXE_22_2025_DG1LF_PBC7_final	TIGR02493	contig00094_6,contig00308_6
11813_EXE_22_2025_DG1LF_PBC7_final	TIGR03799	contig00136_3,contig00208_2
11813_EXE_22_2025_DG1LF_PBC7_final	PF08331.5	contig00186_4,contig00295_9
11813_EXE_22_2025_DG1LF_PBC7_final	PF03476.11	contig00057_7,contig00081_3
11813_EXE_22_2025_DG1LF_PBC7_final	PF02617.12	contig00105_4,contig00314_5
11813_EXE_22_2025_DG1LF_PBC7_final	PF13174.1	contig00148_8,contig00282_7,contig00312_14
11813_EXE_22_2025_DG1LF_PBC7_final	PF03483.12	contig00057_8,contig00177_14
11813_EXE_22_2025_DG1LF_PBC7_final	PF02978.14	contig00090_39,contig00169_3
11813_EXE_22_2025_DG1LF_PBC7_final	PF13413.1	contig00171_1,contig00261_2
11813_EXE_22_2025_DG1LF_PBC7_final	PF13502.1	contig00263_32,contig00328_8
11813_EXE_22_2025_DG1LF_PBC7_final	PF03602.10	contig00188_3,contig00303_5
11813_EXE_22_2025_DG1LF_PBC7_final	PF11207.3	contig00047_1,contig00082_12
11813_EXE_22_2025_DG1LF_PBC7_final	PF00113.17	contig00227_44,contig00251_33
11813_EXE_22_2025_DG1LF_PBC7_final	PF00309.15	contig00005_6,contig00127_5
11813_EXE_22_2025_DG1LF_PBC7_final	PF04977.10	contig00115_2,contig00251_36
11813_EXE_22_2025_DG1LF_PBC7_final	PF03956.8	contig00136_1,contig00208_1
11813_EXE_22_2025_DG1LF_PBC7_final	PF01980.11	contig00112_64,contig00202_13
11813_EXE_22_2025_DG1LF_PBC7_final	PF01782.13	contig00090_37,contig00169_1
11813_EXE_22_2025_DG1LF_PBC7_final	PF04345.8	contig00065_14,contig00142_1
11813_EXE_22_2025_DG1LF_PBC7_final	PF02391.12	contig00015_22,contig00299_1
11813_EXE_22_2025_DG1LF_PBC7_final	PF12122.3	contig00032_1,contig00142_3
11813_EXE_22_2025_DG1LF_PBC7_final	PF12221.3	contig00096_5,contig00295_2
11813_EXE_22_2025_DG1LF_PBC7_final	PF02542.11	contig00115_4,contig00251_38
11813_EXE_22_2025_DG1LF_PBC7_final	PF06611.7	contig00188_4,contig00303_6
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	TIGR01161	contig00039_7,contig00046_5
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	TIGR00460	contig00039_13,contig00098_105
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	TIGR00344	contig00006_1,contig00059_119
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	TIGR01461	contig00046_114,contig00050_7
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF03476.11	contig00041_68,contig00057_58,contig00058_1
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF08501.6	contig00039_3,contig00046_9
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF08645.6	contig00017_14,contig00025_29
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF13174.1	contig00002_137,contig00038_23,contig00060_7
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF03483.12	contig00041_69,contig00058_2,contig00075_33
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF11614.3	contig00039_22,contig00098_95
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF06288.8	contig00039_21,contig00098_96
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF05552.7	contig00012_17,contig00059_166
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF01113.15	contig00049_66,contig00100_22
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF07369.6	contig00039_2,contig00046_10
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF00113.17	contig00054_312,contig00059_133
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF04361.8	contig00039_9,contig00046_3
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF01218.13	contig00039_4,contig00046_8
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF01980.11	contig00056_26,contig00104_90
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF07840.7	contig00062_22&&contig00062_23,contig00088_2
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF11398.3	contig00071_6,contig00096_37
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF00731.15	contig00039_6,contig00046_6
11813_EXE_22_2025_DG3A_PBC74148_barcode18_final	PF03006.15	contig00039_18,contig00098_99
11813_EXE_22_2025_T1A_PBC74148_final	TIGR01933	chromosome00001_1226,chromosome00001_206
11813_EXE_22_2025_T1A_PBC74148_final	TIGR01932	chromosome00001_1227,chromosome00001_207
11813_EXE_22_2025_T1A_PBC74148_final	PF03476.11	chromosome00001_1218,plasmid00001_1080
11813_EXE_22_2025_T1A_PBC74148_final	PF03118.10	chromosome00001_2643,plasmid00002_30
11813_EXE_22_2025_T1A_PBC74148_final	PF01078.16	chromosome00001_2924,chromosome00001_2939
11813_EXE_22_2025_T1A_PBC74148_final	PF01520.13	chromosome00001_201,plasmid00002_33
11813_EXE_22_2025_T1A_PBC74148_final	PF12221.3	chromosome00001_1226,chromosome00001_206
11813_EXE_23_2025_L_PBC74148_final	TIGR01968	contig00008_186,contig00014_3
11813_EXE_23_2025_L_PBC74148_final	TIGR02195	contig00010_136,contig00010_140
11813_EXE_23_2025_L_PBC74148_final	PF03023.9	contig00005_695,contig00011_94
11813_EXE_23_2025_L_PBC74148_final	PF07233.7	contig00008_28,contig00011_186
11813_EXE_23_2025_L_PBC74148_final	PF03796.10	contig00004_48,contig00008_729
11813_EXE_23_2025_L_PBC74148_final	PF00772.16	contig00004_48,contig00008_729
11813_EXE_23_2025_L_PBC74148_final	PF03776.9	contig00008_187,contig00014_2
11813_EXE_23_2025_L_PBC74148_final	PF03807.12	contig00005_866,contig00013_1055
11813_EXE_26_2025_A_PBC74148_final	TIGR02012	contig00003_1184&&contig00003_1185,contig00003_1199
11813_EXE_26_2025_A_PBC74148_final	TIGR02420	contig00003_1251,contig00004_1386
11813_EXE_26_2025_A_PBC74148_final	PF05552.7	contig00002_870,contig00003_1098
11813_EXE_26_2025_A_PBC74148_final	PF00113.17	contig00003_1131,contig00004_183
11813_EXE_26_2025_A_PBC74148_final	PF01980.11	contig00004_1998,contig00005_164
11813_EXE_26_2025_A_PBC74148_final	PF04463.7	contig00002_1265,contig00004_936
11813_EXE_26_2025_C_PBC74148_final	TIGR03138	chromosome00001_2676,plasmid00001_258
11813_EXE_26_2025_C_PBC74148_final	TIGR00227	chromosome00001_1355,chromosome00001_875
11813_EXE_26_2025_C_PBC74148_final	TIGR00546	chromosome00001_946,plasmid00001_382
11813_EXE_26_2025_C_PBC74148_final	TIGR01139	chromosome00001_2125,chromosome00001_956
11813_EXE_26_2025_C_PBC74148_final	PF09334.6	chromosome00001_1187,chromosome00001_2208,chromosome00001_944
11813_EXE_26_2025_C_PBC74148_final	PF08334.6	chromosome00001_129,chromosome00001_2135
11813_EXE_26_2025_C_PBC74148_final	PF01078.16	chromosome00001_178,chromosome00001_199
11813_EXE_26_2025_C_PBC74148_final	PF00490.16	chromosome00001_2106,chromosome00001_288
11813_EXE_27_2025_A_PBC74148_final	PF13174.1	chromosome00001_1073,chromosome00001_780
11813_EXE_27_2025_A_PBC74148_final	PF05552.7	chromosome00001_1510,chromosome00001_454
11813_EXE_27_2025_A_PBC74148_final	PF00113.17	chromosome00001_487,plasmid00001_1660
11813_EXE_27_2025_A_PBC74148_final	PF01980.11	chromosome00001_2557,plasmid00001_1415
11813_EXE_27_2025_D_PBC74148_final	TIGR01933	chromosome00001_2775,plasmid00003_28
11813_EXE_27_2025_D_PBC74148_final	TIGR01932	chromosome00001_2774,plasmid00003_27
11813_EXE_27_2025_D_PBC74148_final	PF03476.11	plasmid00002_255,plasmid00003_12
11813_EXE_27_2025_D_PBC74148_final	PF12221.3	chromosome00001_2775,plasmid00003_28
11813_EXE_27_2025_D_PBC74148_final	PF04463.7	chromosome00001_1752,plasmid00004_19
11813_EXE_28_2025_A_PBC74148_final	TIGR02034	chromosome00001_2490,plasmid00002_86
11813_EXE_28_2025_A_PBC74148_final	PF13174.1	chromosome00001_1005,plasmid00001_974,plasmid00002_39
11813_EXE_28_2025_A_PBC74148_final	PF02629.14	chromosome00001_1999,chromosome00001_678
11813_EXE_28_2025_A_PBC74148_final	PF02773.11	chromosome00001_482,plasmid00001_1015
11813_EXE_28_2025_A_PBC74148_final	PF02772.11	chromosome00001_482,plasmid00001_1015
11813_EXE_28_2025_A_PBC74148_final	PF00438.15	chromosome00001_482,plasmid00001_1015
11813_EXE_28_2025_W_PBC74148_final	PF11398.3	chromosome00001_29,plasmid00001_811
11813_EXE_28_2025_W_PBC74148_final	PF03476.11	plasmid00001_186,plasmid00001_27
11813_EXE_28_2025_W_PBC74148_final	PF10458.4	chromosome00001_1808,chromosome00001_2302
11813_EXE_28_2025_W_PBC74148_final	PF07478.8	chromosome00001_2282,plasmid00001_795
11813_EXE_28_2025_W_PBC74148_final	PF08502.5	chromosome00001_2037,chromosome00001_2241
11813_EXE_29_2025_HH_PBC74148_final	PF13241.1	contig00001_683,contig00004_724
11813_EXE_29_2025_HH_PBC74148_final	PF04101.11	contig00004_1123,contig00004_927
11813_EXE_29_2025_K_PBC74148_final	PF03476.11	plasmid00001_242,plasmid00007_89
11813_EXE_29_2025_K_PBC74148_final	PF13174.1	chromosome00001_327,plasmid00005_17
11813_EXE_29_2025_K_PBC74148_final	PF03483.12	plasmid00003_317,plasmid00007_90
11813_EXE_29_2025_K_PBC74148_final	PF02325.12	chromosome00001_1536,chromosome00001_1540
11813_EXE_29_2025_K_PBC74148_final	PF05552.7	chromosome00001_1561,plasmid00003_374
11813_EXE_29_2025_K_PBC74148_final	PF00113.17	chromosome00001_1595,plasmid00002_381
11813_EXE_29_2025_K_PBC74148_final	PF01980.11	chromosome00001_1875,plasmid00002_141
11813_EXE_29_2025_V_PBC74148_final	TIGR02034	chromosome00001_180,chromosome00001_285
11813_EXE_29_2025_V_PBC74148_final	TIGR01933	chromosome00001_2742,plasmid00002_77
11813_EXE_29_2025_V_PBC74148_final	TIGR01932	chromosome00001_2741,plasmid00002_78
11813_EXE_29_2025_V_PBC74148_final	PF03476.11	plasmid00001_73,plasmid00002_65
11813_EXE_29_2025_V_PBC74148_final	PF03118.10	chromosome00001_274,plasmid00002_41
11813_EXE_29_2025_V_PBC74148_final	PF01520.13	chromosome00001_2747,plasmid00002_44
11813_EXE_29_2025_V_PBC74148_final	PF01583.15	chromosome00001_181,chromosome00001_287
11813_EXE_29_2025_V_PBC74148_final	PF12221.3	chromosome00001_2742,plasmid00002_77
11813_EXE_29_2025_V_PBC74148_final	PF04463.7	chromosome00001_1693,plasmid00001_1567
11813_EXE_30_2024_F_PBC74148_final	TIGR02420	chromosome00001_2428,plasmid00001_679
11813_EXE_30_2024_F_PBC74148_final	PF03118.10	chromosome00001_251,plasmid00002_129
11813_EXE_30_2024_F_PBC74148_final	PF13174.1	chromosome00001_1050,chromosome00001_1367
11813_EXE_30_2024_F_PBC74148_final	PF01170.13	chromosome00001_1524,chromosome00001_2544
11813_EXE_30_2024_F_PBC74148_final	PF01520.13	chromosome00001_2762,plasmid00002_132
11813_EXE_30_2024_G_PBC74148_final	PF03476.11	contig00001_11,contig00004_707
11813_EXE_30_2024_G_PBC74148_final	PF03483.12	contig00001_12,contig00002_439
11813_EXE_30_2024_G_PBC74148_final	PF13241.1	contig00002_216,contig00003_253
11813_EXE_30_2024_G_PBC74148_final	PF05552.7	contig00002_380,contig00003_663
11813_EXE_30_2024_G_PBC74148_final	PF00113.17	contig00003_696,contig00004_1955
11813_EXE_30_2024_G_PBC74148_final	PF01980.11	contig00003_937,contig00004_1706
11813_EXE_30_2024_G_PBC74148_final	PF04352.8	contig00002_227,contig00005_6
11813_EXE_30_2025_L_PBC74148_final	TIGR01515	plasmid00005_1,plasmid00008_30
11813_EXE_30_2025_L_PBC74148_final	TIGR01072	chromosome00001_2749,chromosome00001_375
11813_EXE_30_2025_L_PBC74148_final	TIGR01933	chromosome00001_220,chromosome00001_681
11813_EXE_30_2025_L_PBC74148_final	TIGR01932	chromosome00001_221,chromosome00001_680
11813_EXE_30_2025_L_PBC74148_final	PF03476.11	chromosome00001_689,plasmid00001_197
11813_EXE_30_2025_L_PBC74148_final	PF03483.12	chromosome00001_1727,plasmid00001_402
11813_EXE_30_2025_L_PBC74148_final	PF12221.3	chromosome00001_220,chromosome00001_681
11813_EXE_30_2025_L_PBC74148_final	PF04463.7	chromosome00001_1229,plasmid00001_112
11813_EXE_30_2025_L_PBC74148_final	PF02873.11	chromosome00001_117,chromosome00001_2748
11813_EXE_30_2025_R_PBC74148_final	TIGR01406	contig00121_2,contig00200_1
11813_EXE_30_2025_R_PBC74148_final	TIGR00067	contig00061_3,contig00098_2
11813_EXE_30_2025_R_PBC74148_final	TIGR01696	contig00702_3,contig00705_2
11813_EXE_30_2025_R_PBC74148_final	TIGR00227	contig00252_4,contig00321_6
11813_EXE_30_2025_R_PBC74148_final	TIGR02823	contig00055_2,contig00317_3
11813_EXE_30_2025_R_PBC74148_final	TIGR02451	contig00045_4,contig00637_6
11813_EXE_30_2025_R_PBC74148_final	TIGR02012	contig00105_1,contig00396_4
11813_EXE_30_2025_R_PBC74148_final	TIGR01253	contig00009_1,contig00740_4
11813_EXE_30_2025_R_PBC74148_final	TIGR01273	contig00042_1,contig00366_3
11813_EXE_30_2025_R_PBC74148_final	PF11826.3	contig00031_4,contig00708_1
11813_EXE_30_2025_R_PBC74148_final	PF00488.16	contig00065_1,contig00105_3
11813_EXE_30_2025_R_PBC74148_final	PF00562.23	contig00136_2,contig00674_1
11813_EXE_30_2025_R_PBC74148_final	PF04561.9	contig00349_3,contig00674_1
11813_EXE_30_2025_R_PBC74148_final	PF05681.9	contig00203_1,contig00316_7
11813_EXE_30_2025_R_PBC74148_final	PF11944.3	contig00133_3,contig00435_3
11813_EXE_30_2025_R_PBC74148_final	PF04760.10	contig00432_3,contig00591_3
11813_EXE_30_2025_R_PBC74148_final	PF08364.6	contig00432_3,contig00591_3
11813_EXE_30_2025_R_PBC74148_final	PF01687.12	contig00393_2,contig00640_1
11813_EXE_30_2025_R_PBC74148_final	PF00623.15	contig00136_1,contig00307_1
11813_EXE_30_2025_R_PBC74148_final	PF07717.11	contig00391_1,contig00605_1
11813_EXE_30_2025_R_PBC74148_final	PF00463.16	contig00248_3,contig00746_1
11813_EXE_30_2025_R_PBC74148_final	PF11890.3	contig00172_6,contig00576_2
11813_EXE_30_2025_R_PBC74148_final	PF08442.5	contig00354_5,contig00499_3
11813_EXE_30_2025_R_PBC74148_final	PF13292.1	contig00155_2,contig00678_5
11813_EXE_30_2025_R_PBC74148_final	PF00825.13	contig00157_1,contig00620_1
11813_EXE_30_2025_R_PBC74148_final	PF02092.12	contig00126_1,contig00533_1
11813_EXE_30_2025_R_PBC74148_final	PF00410.14	contig00222_2,contig00662_7
11813_EXE_30_2025_R_PBC74148_final	PF03888.9	contig00093_1,contig00375_1
11813_EXE_30_2025_R_PBC74148_final	PF12002.3	contig00344_2,contig00385_3
11813_EXE_30_2025_R_PBC74148_final	PF06415.8	contig00476_3,contig00701_3
11813_EXE_30_2025_R_PBC74148_final	PF02556.9	contig00476_1,contig00539_2
11813_EXE_30_2025_R_PBC74148_final	PF00366.15	contig00222_7,contig00327_1
11813_EXE_30_2025_R_PBC74148_final	PF00347.18	contig00222_1,contig00662_6
11813_EXE_30_2025_R_PBC74148_final	PF02446.12	contig00147_2,contig00573_2
11813_EXE_30_2025_R_PBC74148_final	PF02417.10	contig00079_1,contig00736_2
11813_EXE_30_2025_R_PBC74148_final	PF00316.15	contig00143_2,contig00319_1
11813_EXE_30_2025_S_PBC74148_final	PF13241.1	chromosome00001_1403,chromosome00001_2762
11813_EXE_30_2025_S_PBC74148_final	PF03023.9	chromosome00001_2303,chromosome00001_2566
11813_EXE_32_2024_G_PBC74148_final	TIGR01224	contig00003_956,contig00004_9
11813_EXE_32_2024_G_PBC74148_final	TIGR01225	contig00003_953,contig00004_12
11813_EXE_32_2024_G_PBC74148_final	TIGR02018	contig00003_957,contig00004_8
11813_EXE_32_2024_G_PBC74148_final	TIGR01227	contig00003_955,contig00004_10
11813_EXE_32_2024_G_PBC74148_final	PF13241.1	contig00007_1605,contig00007_195
11813_EXE_32_2024_G_PBC74148_final	PF00453.13	contig00003_966,contig00004_2
11813_EXE_32_2024_G_PBC74148_final	PF12119.3	contig00003_952,contig00004_13
11813_EXE_33_2024_C_PBC74148_final	PF03476.11	chromosome00001_906,plasmid00002_72
11813_EXE_33_2024_E_PBC74148_final	TIGR03703	contig00043_2,contig00298_1
11813_EXE_33_2024_E_PBC74148_final	TIGR01394	contig00225_8,contig00365_1
11813_EXE_33_2024_E_PBC74148_final	TIGR01347	contig00224_2,contig00784_2
11813_EXE_33_2024_E_PBC74148_final	TIGR01081	contig00145_1,contig00231_4
11813_EXE_33_2024_E_PBC74148_final	TIGR00239	contig00224_1,contig00233_1
11813_EXE_33_2024_E_PBC74148_final	TIGR02541	contig00242_9,contig00516_1
11813_EXE_33_2024_E_PBC74148_final	TIGR01693	contig00327_6,contig00580_3
11813_EXE_33_2024_E_PBC74148_final	TIGR01253	contig00231_1,contig00394_1
11813_EXE_33_2024_E_PBC74148_final	TIGR00154	contig00115_15,contig00232_11
11813_EXE_33_2024_E_PBC74148_final	TIGR00759	contig00037_1,contig00290_1
11813_EXE_33_2024_E_PBC74148_final	PF03255.9	contig00191_1,contig00790_2
