Sample	contig	length	mean_depth_long	sd_depth_long	q25_depth_long	q75_depth_long	plasmid_copy_number_long	circularity	PLSDB_hit	NUCCORE_ACC	mash_distance	mash_pval	mash_matching_hashes	NUCCORE_UID	NUCCORE_Description	NUCCORE_CreateDate	NUCCORE_Topology	NUCCORE_Completeness	NUCCORE_TaxonID	NUCCORE_Genome	NUCCORE_Length	NUCCORE_DuplicatedEntry	NUCCORE_Source	NUCCORE_BiosampleID	BIOSAMPLE_UID	BIOSAMPLE_ACC	BIOSAMPLE_Location	BIOSAMPLE_Coordinates	BIOSAMPLE_IsolationSource	BIOSAMPLE_Host	BIOSAMPLE_CollectionDate	BIOSAMPLE_HostDisease	BIOSAMPLE_SampleType	ASSEMBLY_UID	ASSEMBLY_ACC	ASSEMBLY_Status	ASSEMBLY_coverage	ASSEMBLY_SeqReleaseDate	ASSEMBLY_SubmissionDate	ASSEMBLY_Lastest	ASSEMBLY_BiosampleID	TAXONOMY_superkingdom	TAXONOMY_phylum	TAXONOMY_class	TAXONOMY_order	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_UID	TAXONOMY_taxon_rank	TAXONOMY_taxon_name	TAXONOMY_taxon_lineage	TAXONOMY_superkingdom_id	TAXONOMY_phylum_id	TAXONOMY_class_id	TAXONOMY_order_id	TAXONOMY_family_id	TAXONOMY_genus_id	TAXONOMY_species_id	TAXONOMY_strain_id	has_biosample	has_assembly	has_location	rMLST_hits	rMLST_hitscount	inclusions	NUCCORE_GC	Length	BIOSAMPLE_Host_processed	BIOSAMPLE_Host_processed_source	BIOSAMPLE_Host_label	BIOSAMPLE_HostDisease_processed	loc_lat	loc_lng	loc_parsed	D1	D2	plasmidfinder	pmlst
EXE_08_2024_A	10	758	237.44	7.35	235	242	4.27	not_circular																																																																								
EXE_08_2024_A	11	253	177.26	4.9	177	179	3.19	not_circular																																																																								
EXE_08_2024_A	12	213	78.56	1.39	78	80	1.41	not_circular																																																																								
EXE_03_2025_A	chromosome	3704101	47.79	11.03	40	55	1.0	circular																																																																								
EXE_03_2025_A	1	2168410	39.36	7.84	34	44	0.82	not_circular																																																																								
EXE_03_2025_A	2	117126	42.97	6.17	39	46	0.9	not_circular																																																																								
EXE_03_2025_A	3	99147	58.53	9.78	52	66	1.22	circular	Yes	NZ_CP116417.1	0.0583726	0.0	172/1000	2532369265.0	Vibrio harveyi strain K2014767 plasmid pVH2, complete sequence	2023-07-07	circular	complete	669.0	plasmid	61846.0	CP116417.1	RefSeq	SAMN32755641	32755641.0	SAMN32755641	USA: Florida		hepatopancreas	Caribbean spiny lobster	2022.0		Culture	17305121.0	GCF_030388405.1	Complete Genome	39.8	2023-07-03	2023-07-03	True	SAMN32755641	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_harveyi		669.0	species	['Bacteria', 'Pseudomonadota', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Vibrio', 'Vibrio harveyi', '']	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_harveyi;	2.0	1224.0	1236.0	135623.0	641.0	662.0	669.0		True	True	True		0.0		0.4220483135530188	61846.0	Panulirus argus	BIOSAMPLE_Host	Panulirus argus		27.7567667	-81.4639835	USA,Florida	1.4433129	-2.8369577		
EXE_03_2025_A	6	3645	52.65	4.35	49	58	1.1	not_circular																																																																								
EXE_03_2025_A	7	2112	29.93	1.34	29	31	0.63	not_circular																																																																								
EXE_13_2025_A	chromosome	3717676	46.56	11.5	38	54	1.0	circular																																																																								
EXE_13_2025_A	1	2364699	41.8	8.53	36	47	0.9	circular																																																																								
EXE_13_2025_A	2	11190	166.8	6.68	163	171	3.58	circular	Yes	NZ_CP083365.1	0.0198862	0.0	491/1000	2103093819.0	Vibrio parahaemolyticus strain 20-082E4 plasmid pVp-20-082E4C, complete sequence	2021-09-28	circular	complete	670.0	plasmid	11188.0	CP083365.1	RefSeq	SAMN21365011	21365011.0	SAMN21365011	South Korea: Boryung	36.36 N 126.54 E	Penaeus vannamei (Whiteleg shrimp)		2021-07			10935801.0	GCF_020041945.1	Complete Genome	152.0	2021-09-20	2021-09-20	True	SAMN21365011	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_parahaemolyticus		670.0	species	['Bacteria', 'Pseudomonadota', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Vibrio', 'Vibrio parahaemolyticus', '']	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_parahaemolyticus;	2.0	1224.0	1236.0	135623.0	641.0	662.0	670.0		True	True	True		0.0		0.4547729710404004	11188.0	Penaeus vannamei	BIOSAMPLE_IsolationSource	Penaeus vannamei		36.36	126.54		1.4348522	-2.7108836		
EXE_13_2025_A	3	6083	13.22	1.8	12	14	0.28	circular																																																																								
EXE_01_2025_M	chromosome	2939626	62.22	11.05	54	70	1.0	circular																																																																								
EXE_01_2025_M	1	1016789	58.95	8.67	53	64	0.95	circular																																																																								
EXE_33_2024_E	chromosome	3267359	57.01	13.44	46	66	1.0	circular																																																																								
EXE_33_2024_E	1	1539000	48.73	9.17	42	55	0.85	not_circular																																																																								
EXE_33_2024_E	2	105576	58.26	10.3	50	64	1.02	not_circular																																																																								
EXE_33_2024_E	3	63134	55.76	4.6	52	60	0.98	not_circular																																																																								
EXE_33_2024_E	4	44605	62.19	6.14	57	68	1.09	not_circular																																																																								
