Sample	contig	length	mean_depth_long	sd_depth_long	q25_depth_long	q75_depth_long	plasmid_copy_number_long	circularity	PLSDB_hit	NUCCORE_ACC	mash_distance	mash_pval	mash_matching_hashes	NUCCORE_UID	NUCCORE_Description	NUCCORE_CreateDate	NUCCORE_Topology	NUCCORE_Completeness	NUCCORE_TaxonID	NUCCORE_Genome	NUCCORE_Length	NUCCORE_DuplicatedEntry	NUCCORE_Source	NUCCORE_BiosampleID	BIOSAMPLE_UID	BIOSAMPLE_ACC	BIOSAMPLE_Location	BIOSAMPLE_Coordinates	BIOSAMPLE_IsolationSource	BIOSAMPLE_Host	BIOSAMPLE_CollectionDate	BIOSAMPLE_HostDisease	BIOSAMPLE_SampleType	ASSEMBLY_UID	ASSEMBLY_ACC	ASSEMBLY_Status	ASSEMBLY_coverage	ASSEMBLY_SeqReleaseDate	ASSEMBLY_SubmissionDate	ASSEMBLY_Lastest	ASSEMBLY_BiosampleID	TAXONOMY_superkingdom	TAXONOMY_phylum	TAXONOMY_class	TAXONOMY_order	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_UID	TAXONOMY_taxon_rank	TAXONOMY_taxon_name	TAXONOMY_taxon_lineage	TAXONOMY_superkingdom_id	TAXONOMY_phylum_id	TAXONOMY_class_id	TAXONOMY_order_id	TAXONOMY_family_id	TAXONOMY_genus_id	TAXONOMY_species_id	TAXONOMY_strain_id	has_biosample	has_assembly	has_location	rMLST_hits	rMLST_hitscount	inclusions	NUCCORE_GC	Length	BIOSAMPLE_Host_processed	BIOSAMPLE_Host_processed_source	BIOSAMPLE_Host_label	BIOSAMPLE_HostDisease_processed	loc_lat	loc_lng	loc_parsed	D1	D2	plasmidfinder	pmlst
11813_EXE_34_2024_P_PBC74148	7	56218	47.43	10.34	40	57	0.78	not_circular																																																																								
11813_EXE_34_2024_P_PBC74148	8	55559	18.33	6.49	14	22	0.3	not_circular																																																																								
11813_EXE_34_2024_P_PBC74148	9	44604	43.62	2.77	43	45	0.72	not_circular																																																																								
11813_EXE_34_2024_P_PBC74148	10	27547	99.45	25.48	78	116	1.64	not_circular																																																																								
11813_EXE_34_2024_P_PBC74148	11	4646	30.23	6.74	23	37	0.5	not_circular																																																																								
11813_EXE_34_2024_P_PBC74148	14	266	48.09	0.87	48	49	0.79	not_circular																																																																								
11813_EXE_13_2025_P_PBC74148	chromosome	3681781	51.29	27.31	30	71	1.0	circular																																																																								
11813_EXE_13_2025_P_PBC74148	1	1781865	36.34	19.34	22	49	0.71	not_circular																																																																								
11813_EXE_13_2025_P_PBC74148	2	281217	43.31	14.79	32	53	0.84	not_circular																																																																								
11813_EXE_13_2025_P_PBC74148	3	79096	33.1	8.98	26	42	0.65	not_circular																																																																								
11813_EXE_13_2025_P_PBC74148	4	79078	48.3	26.19	21	75	0.94	circular																																																																								
11813_EXE_13_2025_P_PBC74148	5	57772	44.68	7.05	39	50	0.87	not_circular																																																																								
11813_EXE_13_2025_P_PBC74148	6	34378	39.57	11.29	30	50	0.77	not_circular																																																																								
11813_EXE_13_2025_P_PBC74148	7	34316	33.86	3.97	31	36	0.66	not_circular																																																																								
11813_EXE_13_2025_P_PBC74148	8	13639	33.28	1.93	32	34	0.65	not_circular																																																																								
11813_EXE_13_2025_P_PBC74148	10	2952	40.94	2.36	39	43	0.8	not_circular																																																																								
11813_EXE_33_2024_F_PBC74148	chromosome	3267360	60.49	23.8	42	77	1.0	circular																																																																								
11813_EXE_33_2024_F_PBC74148	1	902223	40.12	15.83	28	50	0.66	not_circular																																																																								
11813_EXE_33_2024_F_PBC74148	2	395773	55.27	20.13	42	69	0.91	not_circular																																																																								
11813_EXE_33_2024_F_PBC74148	3	224309	51.03	17.72	33	66	0.84	not_circular																																																																								
11813_EXE_33_2024_F_PBC74148	4	103852	52.1	14.82	41	66	0.86	not_circular																																																																								
11813_EXE_33_2024_F_PBC74148	5	46238	58.83	6.17	55	64	0.97	not_circular																																																																								
11813_EXE_33_2024_F_PBC74148	6	46124	51.01	5.69	50	55	0.84	not_circular																																																																								
11813_EXE_33_2024_F_PBC74148	7	16890	33.66	4.65	30	37	0.56	not_circular																																																																								
11813_EXE_33_2024_F_PBC74148	9	677	41.68	0.51	41	42	0.69	not_circular																																																																								
11813_EXE_27_2025_D_PBC74148	chromosome	3368964	59.95	31.16	35	79	1.0	circular																																																																								
11813_EXE_27_2025_D_PBC74148	1	1036026	39.82	21.52	22	54	0.66	not_circular																																																																								
11813_EXE_27_2025_D_PBC74148	2	351809	41.08	18.17	31	54	0.69	not_circular																																																																								
11813_EXE_27_2025_D_PBC74148	3	332174	49.05	22.5	35	61	0.82	not_circular																																																																								
11813_EXE_27_2025_D_PBC74148	4	96517	38.38	17.8	20	55	0.64	not_circular																																																																								
11813_EXE_27_2025_D_PBC74148	5	9114	44.62	1.52	43	46	0.74	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	chromosome	3319412	56.49	16.11	45	68	1.0	circular																																																																								
11813_EXE_01_2024_7_PBC74148	1	982515	42.59	12.11	34	52	0.75	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	2	146814	46.48	10.43	40	53	0.82	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	3	132737	47.33	10.06	40	53	0.84	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	4	131437	39.98	14.02	29	53	0.71	circular																																																																								
11813_EXE_01_2024_7_PBC74148	5	91593	44.35	17.57	28	60	0.79	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	6	79997	63.78	14.59	51	78	1.13	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	7	75705	37.08	11.44	28	47	0.66	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	8	62842	59.67	11.0	52	72	1.06	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	9	49658	62.27	6.02	57	67	1.1	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	10	40226	44.18	5.33	40	48	0.78	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	11	34995	28.59	17.6	14	45	0.51	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	12	33592	57.26	6.51	53	63	1.01	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	13	18468	58.56	3.18	56	61	1.04	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	14	17167	61.54	2.33	60	62	1.09	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	15	13252	57.94	3.41	57	60	1.03	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	16	12061	63.39	1.99	62	65	1.12	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	17	10014	63.69	1.86	62	65	1.13	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	18	9145	39.25	2.22	38	41	0.69	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	19	8536	64.52	1.85	63	66	1.14	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	20	7841	60.79	1.47	60	62	1.08	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	21	7532	49.3	4.94	46	50	0.87	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	22	6718	63.73	1.84	62	65	1.13	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	23	3808	44.44	1.19	44	45	0.79	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	24	998	64.32	0.82	64	65	1.14	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	25	148	103.49	0.85	103	104	1.83	not_circular																																																																								
11813_EXE_01_2024_7_PBC74148	26	119	51.9	0.3	52	52	0.92	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	chromosome	3351838	56.33	16.63	45	68	1.0	circular																																																																								
11813_EXE_21_2025_F_PBC74148	1	573111	40.06	12.18	32	49	0.71	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	2	403563	44.14	16.03	30	57	0.78	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	3	140031	47.29	9.61	39	55	0.84	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	4	125367	39.55	12.1	26	49	0.7	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	5	120490	37.29	7.51	32	42	0.66	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	6	111885	45.96	8.83	40	52	0.82	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	7	97562	61.78	9.1	54	72	1.1	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	8	67548	43.49	6.13	40	46	0.77	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	9	65821	48.96	8.39	42	58	0.87	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	10	60078	78.95	25.45	68	87	1.4	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	11	55548	58.95	4.07	55	63	1.05	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	12	42478	46.45	6.67	41	51	0.82	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	13	23452	33.14	4.37	29	37	0.59	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	14	18589	57.63	1.72	57	59	1.02	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	15	13252	50.55	2.23	49	53	0.9	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	16	11858	41.14	2.13	40	43	0.73	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	17	11172	62.31	3.78	59	66	1.11	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	18	9145	50.86	0.97	50	52	0.9	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	19	7528	45.8	2.38	43	48	0.81	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	20	4430	28.73	0.96	28	30	0.51	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	21	4071	57.19	1.18	56	58	1.02	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	22	3808	51.3	1.95	49	53	0.91	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	23	2374	52.28	1.54	51	54	0.93	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	24	411	67.27	0.58	67	68	1.19	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	25	264	69.32	1.08	69	70	1.23	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	26	208	971.85	5.32	972	974	17.25	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	27	200	104.39	0.55	104	105	1.85	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	28	194	465.69	191.05	450	567	8.27	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	29	188	633.39	75.13	641	645	11.24	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	32	146	54.6	0.68	54	55	0.97	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	33	130	739.68	2.3	740	741	13.13	not_circular																																																																								
11813_EXE_21_2025_F_PBC74148	35	117	1024.42	144.99	1048	1051	18.19	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	chromosome	3368906	56.69	31.54	32	77	1.0	circular																																																																								
11813_EXE_30_2025_L_PBC74148	1	635152	44.39	26.91	26	57	0.78	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	2	396740	41.73	24.23	23	53	0.74	not_circular	Yes	NZ_CP099953.1	0.0862491	0.0	89/1000	2590876743.0	Vibrio alginolyticus strain Isc25B plasmid unnamed, complete sequence	2023-10-08	linear	complete	663.0	plasmid	47762.0	CP099953.1	RefSeq	SAMN29333291	29333291.0	SAMN29333291	Colombia:Narino,Iscuande	2.638889 N 78.089167 W		Anadara tuberculosa	2021-10			19078461.0	GCF_030991385.1	Complete Genome	45.0	2023-08-30	2023-08-30	True	SAMN29333291	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_alginolyticus		663.0	species	['Bacteria', 'Pseudomonadota', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Vibrio', 'Vibrio alginolyticus', '']	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_alginolyticus;	2.0	1224.0	1236.0	135623.0	641.0	662.0	663.0		True	True	True		0.0		0.4388844688245886	47762.0	Anadara tuberculosa	BIOSAMPLE_Host	Anadara tuberculosa		2.638889	-78.089167		-10.3999605	-2.9361706		
11813_EXE_30_2025_L_PBC74148	3	234940	41.66	21.66	24	53	0.73	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	4	156841	47.25	19.35	35	58	0.83	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	5	66839	51.92	15.01	38	61	0.92	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	6	66783	15.61	13.17	5	25	0.28	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	7	56868	55.22	25.89	37	75	0.97	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	8	35227	47.06	19.03	29	64	0.83	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	9	33493	76.26	27.32	50	96	1.35	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	10	31405	32.53	18.14	19	49	0.57	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	11	29496	45.76	23.5	22	71	0.81	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	12	28081	63.57	24.81	36	85	1.12	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	13	23346	78.64	22.45	58	97	1.39	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	14	22222	37.5	13.73	27	47	0.66	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	15	16374	118.49	18.11	103	138	2.09	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	16	7469	107.96	4.91	104	112	1.9	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	17	3997	119.34	10.8	112	127	2.11	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	18	1366	92.14	2.97	90	94	1.63	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	19	1349	58.34	1.25	57	59	1.03	not_circular																																																																								
11813_EXE_30_2025_L_PBC74148	20	716	50.25	1.22	50	51	0.89	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	chromosome	3358991	54.47	24.36	36	72	1.0	circular																																																																								
11813_EXE_09_2024_B_PBC74148	1	307719	44.46	23.1	26	62	0.82	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	2	275361	43.32	20.9	27	58	0.8	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	3	139920	47.93	20.18	36	57	0.88	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	4	138127	37.63	23.59	23	52	0.69	circular	Yes	NZ_CP071844.1	0.0230043	0.0	446/1000	2256174026.0	Vibrio sp. SCSIO 43009 plasmid unnamed, complete sequence	2022-06-19	circular	complete	2819103.0	plasmid	135905.0	CP071844.1	RefSeq	SAMN18309766	18309766.0	SAMN18309766	China: Hainan Island	18.24 N 109.36 E		Galaxea fascicularis	2017-08-01			12984841.0	GCF_023716525.1	Complete Genome	100.0	2022-06-14	2022-06-14	True	SAMN18309766	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_sp._SCSIO_43009		2819103.0	species	['Bacteria', 'Pseudomonadota', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Vibrio', 'Vibrio sp. SCSIO 43009', '']	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_sp._SCSIO_43009;	2.0	1224.0	1236.0	135623.0	641.0	662.0	2819103.0		True	True	True		0.0		0.442875538059674	135905.0	Galaxea fascicularis	BIOSAMPLE_Host	Galaxea fascicularis		18.24	109.36		-10.502206	-3.1880584		
11813_EXE_09_2024_B_PBC74148	5	130936	45.3	25.16	28	52	0.83	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	6	127602	56.29	28.44	33	68	1.03	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	7	101608	48.4	22.1	31	69	0.89	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	8	88049	58.97	19.25	42	73	1.08	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	9	79376	46.65	12.89	36	57	0.86	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	10	77636	40.42	13.91	32	48	0.74	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	11	77112	48.71	20.86	34	64	0.89	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	12	67881	39.57	15.69	28	52	0.73	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	13	46000	48.37	17.37	32	66	0.89	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	14	41253	28.12	10.22	20	36	0.52	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	15	33581	54.77	15.04	44	62	1.01	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	16	32163	62.32	15.64	51	76	1.14	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	17	26621	46.19	6.03	42	50	0.85	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	18	26036	58.93	9.71	50	67	1.08	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	19	25346	75.58	18.31	57	94	1.39	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	20	24150	46.66	17.12	31	64	0.86	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	21	20746	51.54	10.47	41	62	0.95	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	22	15704	63.93	4.13	61	67	1.17	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	23	14008	54.09	3.54	52	57	0.99	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	24	13252	51.27	10.52	40	58	0.94	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	25	13244	23.04	15.96	6	38	0.42	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	26	8536	104.75	5.94	105	108	1.92	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	27	7841	110.22	6.84	104	115	2.02	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	28	3882	73.46	4.12	71	76	1.35	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	29	3808	61.24	4.74	57	66	1.12	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	30	3449	48.24	0.92	48	49	0.89	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	31	3049	60.21	2.07	59	61	1.11	not_circular																																																																								
11813_EXE_09_2024_B_PBC74148	32	998	63.14	2.29	61	65	1.16	not_circular																																																																								
11813_EXE_29_2025_V_PBC74148	chromosome	3313269	51.84	25.12	32	67	1.0	circular																																																																								
11813_EXE_29_2025_V_PBC74148	1	1815467	39.61	17.96	27	49	0.76	circular																																																																								
11813_EXE_29_2025_V_PBC74148	2	132225	80.94	63.4	34	106	1.56	not_circular	Yes	NZ_CP135970.1	0.0208145	0.0	477/1000	2591439481.0	Vibrio alginolyticus strain S10 plasmid unnamed, complete sequence	2023-10-10	circular	complete	663.0	plasmid	129577.0	CP135970.1	RefSeq	SAMN37503413	37503413.0	SAMN37503413	China: shandong			Apostichopus japonicus	2021-12-25		cell culture	19098571.0	GCF_032463505.1	Complete Genome	12.0	2023-10-08	2023-10-08	True	SAMN37503413	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_alginolyticus		663.0	species	['Bacteria', 'Pseudomonadota', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Vibrio', 'Vibrio alginolyticus', '']	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_alginolyticus;	2.0	1224.0	1236.0	135623.0	641.0	662.0	663.0		True	True	True		0.0		0.4377397223272649	129577.0	Apostichopus japonicus	BIOSAMPLE_Host	Apostichopus japonicus		36.0000001	118.9999999	China,shandong	1.022371	-2.8259		
11813_EXE_30_2024_F_PBC74148	chromosome	3352929	54.72	12.34	46	64	1.0	circular																																																																								
11813_EXE_30_2024_F_PBC74148	1	1100289	43.97	11.66	36	52	0.8	not_circular																																																																								
